tag,count,sources,datasetRoles
candyman series,2,userTags,collaborative_support
cannes: best director,2,userTags,collaborative_support
cannonball,2,userTags,collaborative_support|public
cantankerous,2,keywords,collaborative_support|public
caped superhero,2,userTags,collaborative_support|public
caper movie,2,userTags,collaborative_support
capitalist,2,keywords|userTags,collaborative_support
capitalist society,2,userTags,collaborative_support|public
capoeira,2,keywords|userTags,collaborative_support|public
capra-esque,2,userTags,collaborative_support
capsized boat,2,userTags,collaborative_support
capsized ship,2,keywords|userTags,collaborative_support|public
captured woman,2,keywords,collaborative_support|public
car crashes through a window,2,userTags,collaborative_support
car phone,2,userTags,collaborative_support
car rollover,2,userTags,collaborative_support
cara delevingne,2,userTags,collaborative_support|public
carbon monoxide poisoning,2,userTags,collaborative_support
card counting,2,userTags,collaborative_support|public
card trick,2,keywords|userTags,collaborative_support
career change,2,userTags,public
carefree,2,keywords,collaborative_support|public
caregiver patient relationship,2,keywords,collaborative_support|public
caregiving,2,keywords|userTags,collaborative_support|public
cargo hold,2,userTags,collaborative_support|public
carl hiaasen,2,userTags,collaborative_support|public
carl weathers,2,userTags,collaborative_support|public
carmen electra,2,userTags,collaborative_support
carnism,2,userTags,collaborative_support|public
carnival ride,2,userTags,collaborative_support|public
carnivorous plant,2,keywords|userTags,collaborative_support|public
carol kane,2,userTags,collaborative_support
carpe diem,2,userTags,collaborative_support|public
carrot,2,keywords|userTags,collaborative_support|public
cartel warfare,2,keywords,collaborative_support
cartoon bird,2,keywords|userTags,public
cartoon character,2,userTags,collaborative_support|public
cartoon duck,2,keywords,collaborative_support|public
cartoon elephant,2,keywords,collaborative_support|public
cartoon physics,2,userTags,collaborative_support|public
"casablanca, morocco",2,keywords,collaborative_support
case,2,userTags,collaborative_support
cash,2,keywords|userTags,collaborative_support
cassandra complex,2,userTags,collaborative_support
cassette,2,userTags,collaborative_support
casting agent,2,keywords,collaborative_support
casualty of war,2,keywords|userTags,collaborative_support
cat and mouse game,2,userTags,collaborative_support
cat killing,2,userTags,collaborative_support|public
cat lady,2,userTags,public
cat versus dog,2,userTags,public
cat vs dog,2,keywords|userTags,public
catacombs,2,keywords|userTags,collaborative_support
catalogue,2,keywords|userTags,collaborative_support|public
catatonia,2,keywords|userTags,collaborative_support
catatonic state,2,userTags,collaborative_support
catcher in the rye,2,keywords|userTags,collaborative_support
catchy,2,userTags,collaborative_support|public
catchy score,2,userTags,collaborative_support|public
catharsis,2,keywords|userTags,collaborative_support
catherine hardwicke,2,userTags,public
catholic guilt,2,keywords|userTags,collaborative_support
cathy moriarty,2,userTags,collaborative_support
cattle ranch,2,keywords|userTags,collaborative_support
catwoman,2,userTags,collaborative_support|public
caucasus,2,keywords|userTags,collaborative_support
caught in a lie,2,userTags,public
cayman islands,2,keywords|userTags,collaborative_support
cb radio,2,keywords|userTags,collaborative_support
cd,2,userTags,collaborative_support
cdc,2,keywords|userTags,collaborative_support
ceiling fan,2,userTags,collaborative_support
celebrity cameo,2,userTags,public
celebrity chef,2,keywords|userTags,collaborative_support|public
celebrity worship,2,keywords,collaborative_support
celebs,2,userTags,collaborative_support
celia imrie,2,userTags,public
cell,2,keywords|userTags,collaborative_support|public
cell phone camera,2,userTags,collaborative_support|public
cellos,2,userTags,collaborative_support
celtic mythology,2,keywords|userTags,public
cement mixer,2,userTags,collaborative_support
cenobyten,2,keywords|userTags,collaborative_support
censored profanity,2,keywords|userTags,collaborative_support|public
