tag,count,sources,datasetRoles
dead rats,1,userTags,collaborative_support
dead sister,1,keywords,collaborative_support
dead son,1,userTags,collaborative_support
dead teenager,1,userTags,collaborative_support
dead wolf,1,userTags,collaborative_support
dead woman on bed,1,userTags,collaborative_support
dead woman on floor,1,userTags,collaborative_support
deadites,1,userTags,collaborative_support
deadly confrontation,1,keywords,collaborative_support
deadly dull with the frame partly responsible,1,userTags,collaborative_support
deadly planet,1,keywords,collaborative_support
deadly pursuit,1,keywords,collaborative_support
deadly secrets,1,keywords,collaborative_support
deadly snake,1,keywords,collaborative_support
deadman character,1,userTags,collaborative_support
deaf and blind relationship,1,userTags,collaborative_support
deaf child,1,keywords,public
deaf community,1,userTags,collaborative_support
deaf people,1,userTags,collaborative_support
dealer,1,keywords|userTags,collaborative_support
dealing,1,userTags,collaborative_support
dealing with boredom,1,userTags,collaborative_support
dealing with grief,1,userTags,collaborative_support
dealing with loss,1,userTags,collaborative_support
deals with death,1,userTags,public
dean deblois,1,userTags,public
dean georgaris,1,userTags,collaborative_support
dean jones,1,userTags,collaborative_support
dean parisot,1,userTags,collaborative_support
dean semler,1,userTags,collaborative_support
dean stockwell,1,userTags,collaborative_support
death and dying,1,userTags,public
death by cop,1,userTags,collaborative_support
death by falling object,1,userTags,collaborative_support
death by hanging,1,keywords,collaborative_support
death by misadventure,1,userTags,collaborative_support
death by sex,1,keywords,collaborative_support
death character,1,userTags,public
death from heatstroke,1,userTags,collaborative_support
death in bathtub,1,userTags,collaborative_support
death in childbirth,1,keywords,collaborative_support
death in space,1,userTags,collaborative_support
death in the family,1,userTags,collaborative_support
death in title,1,userTags,collaborative_support
death incarnate,1,keywords,collaborative_support
death metal,1,userTags,collaborative_support
death obsession,1,userTags,collaborative_support
death of a brother,1,userTags,public
death of a dog,1,userTags,collaborative_support
death of a father,1,keywords,public
death of a main character,1,userTags,public
death of a salesman,1,keywords|userTags,collaborative_support
death of a sibling,1,userTags,public
death of an animal,1,userTags,public
death of astronaut,1,keywords,collaborative_support
death of baby,1,userTags,collaborative_support
death of bird,1,userTags,public
death of chivalry,1,userTags,public
death of dog,1,userTags,collaborative_support
death of ex boyfriend,1,userTags,collaborative_support
death of fiancé,1,userTags,collaborative_support
death of fiancée,1,keywords,public
death of foster father,1,userTags,public
death of girl,1,userTags,collaborative_support
death of grandfather,1,userTags,collaborative_support
death of hero,1,userTags,collaborative_support
death of love interest,1,userTags,collaborative_support
death of main character,1,userTags,collaborative_support
death of neighbor,1,keywords|userTags,collaborative_support
death of political figure,1,keywords,collaborative_support
death of spouse,1,keywords,collaborative_support
death of teacher,1,keywords|userTags,collaborative_support
death of title character,1,userTags,collaborative_support
death of uncle,1,keywords,public
death of villain,1,userTags,collaborative_support
death on screen,1,userTags,public
death personified,1,keywords|userTags,collaborative_support
death ray,1,userTags,collaborative_support
death scenes,1,userTags,collaborative_support
death squad,1,userTags,collaborative_support
death trap,1,userTags,collaborative_support
death valley,1,keywords,collaborative_support
death-defying,1,userTags,public
death-defying stunts,1,userTags,collaborative_support
death-in-family,1,userTags,collaborative_support
death-positive,1,userTags,collaborative_support
deathbed,1,keywords|userTags,collaborative_support
debilitating,1,userTags,collaborative_support
debilitating disease,1,keywords,collaborative_support
deborah ann woll,1,userTags,collaborative_support
deborah francois,1,userTags,collaborative_support
deborah gibson,1,userTags,collaborative_support
debriefing,1,userTags,collaborative_support
debunker,1,keywords,collaborative_support
debunking,1,userTags,collaborative_support
debut,1,userTags,collaborative_support
debut performance,1,userTags,public
debutante,1,keywords|userTags,collaborative_support
decadent,1,userTags,collaborative_support
