tag,count,sources,datasetRoles
surgery,19,keywords|userTags,collaborative_support|public
tedious,19,userTags,collaborative_support|public
telekinesis,19,keywords|userTags,collaborative_support|public
telepathy,19,keywords|userTags,collaborative_support|public
thrilling,19,userTags,collaborative_support|public
truth,19,keywords|userTags,collaborative_support|public
unsettling,19,userTags,collaborative_support|public
urban legend,19,keywords|userTags,collaborative_support
us army,19,keywords|userTags,collaborative_support|public
val kilmer,19,userTags,collaborative_support|public
very funny,19,userTags,collaborative_support|public
victim,19,keywords|userTags,collaborative_support|public
vietnam veteran,19,keywords|userTags,collaborative_support|public
vulgar,19,keywords|userTags,collaborative_support|public
war crimes,19,keywords|userTags,collaborative_support|public
winona ryder,19,userTags,collaborative_support|public
young boy,19,keywords|userTags,collaborative_support|public
acceptance,18,keywords|userTags,collaborative_support|public
actor playing himself,18,userTags,collaborative_support|public
allegorical,18,keywords|userTags,collaborative_support|public
antihero,18,userTags,collaborative_support|public
asia,18,keywords|userTags,collaborative_support|public
asian,18,userTags,collaborative_support|public
assassins,18,keywords|userTags,collaborative_support|public
asthma,18,keywords|userTags,collaborative_support|public
babe scientist,18,userTags,collaborative_support|public
bad luck,18,keywords|userTags,collaborative_support|public
badass,18,userTags,collaborative_support|public
barefoot female,18,keywords|userTags,collaborative_support|public
"based on magazine, newspaper or article",18,keywords|userTags,collaborative_support|public
billy bob thornton,18,userTags,collaborative_support|public
brazilian,18,userTags,collaborative_support|public
brendan fraser,18,userTags,collaborative_support|public
cannabis,18,keywords|userTags,collaborative_support|public
captain,18,userTags,collaborative_support|public
cgi animation,18,userTags,public
chosen one,18,keywords|userTags,collaborative_support|public
cillian murphy,18,userTags,collaborative_support|public
climate change,18,keywords|userTags,collaborative_support|public
conflict,18,keywords|userTags,collaborative_support|public
corrupt cop,18,keywords|userTags,collaborative_support|public
country music,18,keywords|userTags,collaborative_support|public
criminal underworld,18,keywords|userTags,collaborative_support
cringe,18,keywords|userTags,collaborative_support|public
danny devito,18,userTags,collaborative_support|public
deaf,18,keywords|userTags,collaborative_support|public
didn't finish,18,userTags,collaborative_support|public
dismemberment,18,keywords|userTags,collaborative_support|public
dwarf,18,keywords|userTags,collaborative_support|public
dynamic cgi action,18,userTags,collaborative_support|public
dysfunctional marriage,18,keywords|userTags,collaborative_support|public
earth,18,keywords|userTags,collaborative_support|public
eccentricity,18,keywords|userTags,collaborative_support|public
elephant,18,keywords|userTags,collaborative_support|public
explosive,18,keywords|userTags,collaborative_support|public
f word,18,keywords|userTags,collaborative_support
family conflict,18,keywords|userTags,collaborative_support|public
female writer,18,keywords|userTags,collaborative_support|public
film within a film,18,keywords|userTags,collaborative_support|public
french comedy,18,userTags,collaborative_support|public
general,18,keywords|userTags,collaborative_support|public
giant robot,18,keywords|userTags,collaborative_support|public
global warming,18,keywords|userTags,collaborative_support|public
golden raspberry (worst actor),18,userTags,collaborative_support|public
good cinematography,18,userTags,collaborative_support|public
