tag,count,sources,datasetRoles
star wars reference,1,userTags,public
star wars universe,1,userTags,collaborative_support
starfighter,1,userTags,collaborative_support
starfish,1,keywords,public
stargazing,1,keywords,public
stark sands,1,userTags,collaborative_support
starlet,1,keywords|userTags,collaborative_support
starring rappers,1,userTags,collaborative_support
starry-eyed,1,userTags,collaborative_support
starship pilots,1,userTags,public
starship troopers series,1,userTags,collaborative_support
starships,1,keywords,collaborative_support
start is better than the rest of the movie,1,userTags,collaborative_support
start over,1,userTags,collaborative_support
start-up,1,userTags,public
startede lidt kedeligt og intetsigende,1,userTags,collaborative_support
startling,1,userTags,collaborative_support
startling enhancement,1,userTags,collaborative_support
starts intense bug ends suddenly and with no oomph,1,userTags,collaborative_support
starts out original,1,userTags,collaborative_support
starts weak ends strong,1,userTags,collaborative_support
startup,1,userTags,collaborative_support
startups,1,userTags,public
starz,1,userTags,collaborative_support
state department,1,keywords,collaborative_support
state police,1,keywords,collaborative_support
state prison,1,keywords|userTags,collaborative_support
state security,1,keywords,collaborative_support
state terrorism,1,userTags,collaborative_support
state trooper,1,keywords,collaborative_support
stately,1,userTags,public
staten island new york city,1,userTags,collaborative_support
statesman,1,keywords|userTags,collaborative_support
static camera,1,userTags,collaborative_support
stationmaster,1,keywords,public
stato di grazia,1,userTags,collaborative_support
statuory rape,1,userTags,collaborative_support
stau,1,userTags,collaborative_support
stay out!,1,userTags,collaborative_support
stay permit,1,keywords,collaborative_support
stay-at-home mom,1,keywords,collaborative_support
staying awake,1,keywords,collaborative_support
staying true,1,userTags,collaborative_support
std,1,userTags,collaborative_support
std horror,1,userTags,collaborative_support
steal,1,keywords|userTags,collaborative_support
stealth aircraft,1,keywords|userTags,collaborative_support
stealth technology,1,keywords,collaborative_support
steam,1,keywords,public
steam room,1,keywords,collaborative_support
steam train,1,keywords,collaborative_support
steam-punk,1,userTags,collaborative_support
steamboat,1,keywords|userTags,collaborative_support
steamy,1,userTags,collaborative_support
steel worker,1,keywords,collaborative_support
stefano sollima,1,userTags,collaborative_support
stegosaurus,1,keywords,collaborative_support
steins;gate,1,userTags,public
steinzeit,1,userTags,public
stem,1,userTags,collaborative_support
stenographer,1,keywords,public
step brothers vibe,1,userTags,collaborative_support
step parents,1,keywords,public
step siblings,1,userTags,collaborative_support
step son,1,userTags,collaborative_support
step up,1,userTags,public
stepdaughter,1,userTags,collaborative_support
stephanie moore,1,userTags,collaborative_support
stephen baldwin,1,userTags,collaborative_support
stephen belber,1,userTags,collaborative_support
stephen campbell moore,1,userTags,collaborative_support
stephen colbert,1,userTags,collaborative_support
stephen daldry,1,userTags,collaborative_support
stephen dillane,1,userTags,collaborative_support
stephen dorff,1,userTags,collaborative_support
stephen gevedon,1,userTags,collaborative_support
stephen hopkins,1,userTags,collaborative_support
stephen j. anderson,1,userTags,public
stephen lang,1,userTags,collaborative_support
stephen mccole,1,userTags,collaborative_support
stephen norrington,1,userTags,public
stephen sommers,1,userTags,collaborative_support
stepmom,1,userTags,public
stepmother stepdaughter relationship,1,keywords,collaborative_support
stepmother stepson relationship,1,keywords,collaborative_support
steppe,1,userTags,collaborative_support
stepsisters,1,userTags,collaborative_support
stepson,1,keywords,collaborative_support
stereotype:gay,1,userTags,public
stereotyped men and women,1,userTags,public
stereotyped roles,1,userTags,public
sterile acting,1,userTags,collaborative_support
sterility,1,keywords|userTags,collaborative_support
stern,1,keywords,collaborative_support
stethoscope,1,keywords,collaborative_support
"steve ""lips"" kudlow",1,userTags,public
steve barron,1,userTags,collaborative_support
steve buschemi,1,userTags,public
steve carr,1,userTags,public
steve carrel,1,userTags,public
steve guttenberg,1,userTags,collaborative_support
steve irwin,1,userTags,public
steve jablonsky,1,userTags,collaborative_support
steve james,1,userTags,collaborative_support
steve martin is scraping the bottom hard!,1,userTags,collaborative_support
steve pink,1,userTags,public
steve whitmire,1,userTags,collaborative_support
steven cantor,1,userTags,collaborative_support
steven culp,1,userTags,collaborative_support
steven e. de souza,1,userTags,collaborative_support
steven r. mcqueen,1,userTags,collaborative_support
steven robertson,1,userTags,collaborative_support
steven universe,1,userTags,public
steven van wormer,1,userTags,collaborative_support
steven wright,1,userTags,collaborative_support
