tag,count,sources,datasetRoles
knife thrower,1,keywords,collaborative_support
knitting,1,keywords,collaborative_support
knitting needle,1,keywords|userTags,collaborative_support
knock over sign,1,userTags,collaborative_support
knockabout,1,userTags,collaborative_support
knocked unconscious,1,userTags,collaborative_support
knockout,1,keywords,collaborative_support
knoll,1,userTags,collaborative_support
knuckle puck time,1,userTags,collaborative_support
kobold,1,keywords|userTags,collaborative_support
kodi smit-mcphee,1,userTags,collaborative_support
koen de bouw,1,userTags,collaborative_support
kohen-like,1,userTags,collaborative_support
komodo dragon,1,keywords,collaborative_support
kon-tiki,1,keywords,public
konstantin khabensky,1,userTags,collaborative_support
korean film,1,userTags,collaborative_support
korean food,1,keywords,public
korean immigrant,1,keywords|userTags,public
korengal,1,keywords,collaborative_support
kosher,1,keywords|userTags,collaborative_support
kosovo war,1,keywords,collaborative_support
krakozhia,1,userTags,public
kremlinology,1,userTags,collaborative_support
kreuzberg,1,keywords|userTags,collaborative_support
kris lemche,1,userTags,collaborative_support
kristanna loken,1,userTags,public
kristen johnston,1,userTags,public
kristen schaal,1,userTags,public
kristin chenoweth,1,userTags,public
kristin davis,1,userTags,collaborative_support
kristy swanson,1,userTags,collaborative_support
kronos,1,keywords|userTags,public
krsna,1,userTags,collaborative_support
kryptonite,1,userTags,public
krysten ritter,1,userTags,collaborative_support
kubakrise,1,userTags,collaborative_support
kubrickian,1,userTags,collaborative_support
kugel,1,keywords|userTags,public
kumite,1,keywords|userTags,collaborative_support
kung fu classic,1,userTags,public
kungfu hackers,1,userTags,collaborative_support
kunoichi,1,keywords,collaborative_support
kurosawa,1,userTags,collaborative_support
kurosawa elements,1,userTags,collaborative_support
kurwa,1,userTags,collaborative_support
kusarigama,1,keywords,collaborative_support
kuwait war,1,userTags,collaborative_support
kuwaiti oil fires,1,userTags,collaborative_support
kyiv,1,keywords,collaborative_support
"kyiv (kiev), ukraine",1,keywords,collaborative_support
"kyiv, ukraine",1,keywords,collaborative_support
kyle allen,1,userTags,public
kyle balda,1,userTags,public
kyle gallner,1,userTags,collaborative_support
kyle gass,1,userTags,collaborative_support
kyle maclachlan,1,userTags,collaborative_support
kyoto,1,userTags,collaborative_support
kündigung,1,keywords|userTags,public
l,1,userTags,public
l'appartement,1,userTags,collaborative_support
l'auberge espagnole part 2,1,userTags,public
l. frank baum,1,userTags,public
l.a. rebellion,1,keywords,collaborative_support
la cosa nostra,1,userTags,collaborative_support
la famille belier,1,userTags,public
la mancha,1,userTags,collaborative_support
"la paz, bolivia",1,keywords,collaborative_support
lab animals,1,userTags,collaborative_support
lab experiment,1,userTags,collaborative_support
lab results,1,keywords|userTags,public
lab technician,1,keywords,public
labor day,1,keywords|userTags,collaborative_support
labor organizer,1,keywords,public
labor pain,1,keywords,public
labor popularization,1,keywords,collaborative_support
labour union,1,userTags,collaborative_support
lack of character,1,userTags,collaborative_support
lack of charm,1,userTags,collaborative_support
lack of commitment,1,userTags,collaborative_support
lack of friends,1,userTags,collaborative_support
lack of historical context,1,userTags,public
lack of humor,1,userTags,collaborative_support
lack of identification,1,userTags,collaborative_support
lack of morals,1,userTags,collaborative_support
lack of narrative arc,1,userTags,public
lack of perspective,1,userTags,collaborative_support
lack of prospects,1,keywords|userTags,collaborative_support
lack of requisites,1,userTags,collaborative_support
lack of subtlety,1,userTags,collaborative_support
lack of suspense,1,userTags,collaborative_support
lacked depth,1,userTags,public
lacking context,1,userTags,collaborative_support
lacking emotion,1,userTags,collaborative_support
lacking female perspective,1,userTags,collaborative_support
lacking substance,1,userTags,collaborative_support
lacking tension,1,userTags,collaborative_support
lackluster,1,userTags,collaborative_support
lackluster plot,1,userTags,public
lacklustre,1,userTags,public
lacks contemplative depth,1,userTags,collaborative_support
lacks heart,1,userTags,public
lacks nuance,1,userTags,public
lacks story,1,userTags,collaborative_support
laconic,1,userTags,collaborative_support
lad,1,userTags,collaborative_support
laden,1,keywords|userTags,collaborative_support
lady's maid,1,keywords,collaborative_support
ladyboy,1,keywords|userTags,collaborative_support
laetitia casta,1,userTags,collaborative_support
lafd - los angeles fire department,1,keywords,collaborative_support
lager,1,userTags,collaborative_support
lagos,1,keywords,public
laguardia airport,1,userTags,public
laguna beach california,1,userTags,collaborative_support
"laguna beach, california",1,keywords,collaborative_support
laibach,1,userTags,collaborative_support
laidback,1,userTags,collaborative_support
laidback atmosphere,1,userTags,collaborative_support
laika studios,1,userTags,public
lake michigan,1,keywords,collaborative_support
lake monster,1,keywords|userTags,public
lake placid new york,1,keywords|userTags,public
lake victoria,1,keywords,collaborative_support
lame acting,1,userTags,collaborative_support
lame death,1,userTags,collaborative_support
lame dialogues,1,userTags,collaborative_support
lame everything,1,userTags,collaborative_support
lame fight scenes,1,userTags,collaborative_support
lame monkey-looking werewolf,1,userTags,collaborative_support
lame romance,1,userTags,public
lame score,1,userTags,collaborative_support
lame superpowers,1,userTags,collaborative_support
lame third act,1,userTags,collaborative_support
lame title,1,userTags,public
lame twist,1,userTags,collaborative_support
lame!,1,userTags,collaborative_support
lamp,1,userTags,public
lampshade hanging,1,userTags,public
"lancaster, pa",1,keywords|userTags,collaborative_support
lance reddick,1,userTags,collaborative_support
land bridge,1,keywords|userTags,public
land developer,1,keywords|userTags,public
land dispute,1,keywords,collaborative_support
land girls,1,keywords,collaborative_support
land grab,1,userTags,collaborative_support
land rover,1,userTags,collaborative_support
land rush,1,keywords,collaborative_support
landing,1,userTags,public
landlady,1,keywords,public
landmark,1,keywords,collaborative_support
landon pigg,1,userTags,public
landowner,1,keywords,collaborative_support
landscape designer,1,keywords|userTags,collaborative_support
lane smith,1,userTags,collaborative_support
"langley, va",1,userTags,collaborative_support
language and communication,1,keywords,public
language class,1,userTags,collaborative_support
language learning,1,userTags,collaborative_support
lantern,1,keywords,collaborative_support
lapland wilderness,1,keywords,collaborative_support
lapsed catholic,1,keywords,collaborative_support
laptop computer,1,keywords|userTags,collaborative_support
larceny,1,userTags,collaborative_support
large breasts,1,userTags,collaborative_support
large hadron collider,1,userTags,collaborative_support
large scope,1,userTags,public
largerly-improvised,1,userTags,public
larry bagby,1,userTags,collaborative_support
larry charles,1,userTags,collaborative_support
larry fessenden,1,userTags,collaborative_support
larry the cable guy,1,userTags,public
laryssa lauret,1,userTags,collaborative_support
las palmas de gran canaria,1,userTags,collaborative_support
lasagna,1,keywords,public
laser beam,1,keywords,public
laser eye surgery,1,userTags,collaborative_support
laser maze room (in a comedy),1,userTags,collaborative_support
laser pistol,1,userTags,public
laserdisc cav,1,userTags,collaborative_support
laserdisc clv,1,userTags,collaborative_support
lashkar-e-taiba,1,userTags,collaborative_support
lasik,1,userTags,collaborative_support
lasse hallstrã¶m,1,userTags,collaborative_support
lasse hallström,1,userTags,public
lassie character,1,userTags,public
last day,1,keywords,collaborative_support
last day on job,1,keywords|userTags,collaborative_support
last film role for actress,1,userTags,public
last hurrah,1,keywords|userTags,collaborative_support
last job,1,userTags,collaborative_support
last man standing,1,userTags,collaborative_support
last of its kind,1,keywords,collaborative_support
last of series,1,userTags,collaborative_support
last will,1,userTags,collaborative_support
last words connection,1,userTags,collaborative_support
lataappa,1,userTags,collaborative_support
late 20th century,1,keywords,collaborative_support
late bloomer,1,userTags,public
late for school,1,keywords|userTags,collaborative_support
late sequel,1,userTags,collaborative_support
late-career surprise,1,userTags,collaborative_support
late-night,1,userTags,public
late-night show,1,keywords,collaborative_support
latex,1,userTags,collaborative_support
latex catsuit,1,userTags,collaborative_support
latin american,1,userTags,public
latin american immigration,1,keywords,collaborative_support
latin language,1,userTags,public
latina,1,userTags,collaborative_support
latino gang,1,userTags,collaborative_support
latinos,1,userTags,collaborative_support
latios,1,userTags,public
laugh out loud any time movie,1,userTags,collaborative_support
laugh-out-loud funny,1,userTags,collaborative_support
laughable monster,1,userTags,collaborative_support
launch code,1,keywords|userTags,collaborative_support
laundry drying on a clothesline,1,userTags,collaborative_support
laundry drying on clothes line,1,userTags,collaborative_support
laura drasbã¦k,1,userTags,collaborative_support
laura poitras,1,userTags,collaborative_support
lauren c. mayhew,1,userTags,public
lauren cohan,1,userTags,collaborative_support
lauren german,1,userTags,collaborative_support
lauren lapkus,1,userTags,collaborative_support
lauren montgomery,1,userTags,public
laurent cantet,1,userTags,public
laurent lafitte,1,userTags,collaborative_support
laurie holden,1,userTags,public
lauryn hill,1,userTags,collaborative_support
lava monster,1,userTags,public
lavender,1,keywords,collaborative_support
law and ethics,1,keywords|userTags,collaborative_support
law breaking,1,userTags,public
law court drama spiced with horror.,1,userTags,collaborative_support
lawless society,1,keywords,collaborative_support
lawyer as hero,1,userTags,collaborative_support
lawyer wife,1,keywords,public
laying down one's life for another,1,userTags,collaborative_support
laying it all on the line,1,userTags,collaborative_support
layoffs,1,userTags,public
lazar ristovski,1,userTags,collaborative_support
lazaro ramos,1,userTags,collaborative_support
lazy,1,keywords,collaborative_support
lazy cgi,1,userTags,public
lazy ending,1,userTags,collaborative_support
lazy eye,1,keywords,collaborative_support
lazy plot,1,userTags,collaborative_support
lazy story,1,userTags,collaborative_support
lazy storytelling,1,userTags,collaborative_support
le carousel du louvre paris,1,userTags,collaborative_support
le mans,1,keywords|userTags,public
lea thompson,1,userTags,collaborative_support
lead,1,userTags,collaborative_support
lead actress,1,userTags,collaborative_support
leading man,1,keywords,public
leaf,1,keywords|userTags,collaborative_support
leak,1,keywords|userTags,collaborative_support
leandra leal,1,userTags,collaborative_support
leanne rowe ii,1,userTags,public
leap year,1,keywords,public
leap!,1,userTags,public
learning from student,1,userTags,public
learning the truth,1,userTags,collaborative_support
learning to drive,1,keywords,collaborative_support
leaves rich handsome man meets new rich handsome man,1,userTags,public
leaving home,1,keywords,collaborative_support
leaving the nest,1,userTags,public
leaving town,1,userTags,collaborative_support
lecturer,1,keywords,collaborative_support
ledge,1,keywords|userTags,collaborative_support
lee byung-hun,1,userTags,collaborative_support
lee david zlotoff,1,userTags,collaborative_support
