tag,count,sources,datasetRoles
belching,5,userTags,collaborative_support|public
belief,5,userTags,collaborative_support
belief in god,5,keywords|userTags,collaborative_support|public
belt,5,keywords|userTags,collaborative_support|public
bernardo bertolucci,5,userTags,collaborative_support
bernie mac,5,userTags,collaborative_support
besteirol,5,userTags,collaborative_support|public
better than the first,5,userTags,collaborative_support|public
biblical reference,5,userTags,collaborative_support|public
bickering,5,keywords|userTags,collaborative_support|public
bicycle accident,5,keywords|userTags,collaborative_support|public
bikers,5,userTags,collaborative_support|public
bill clinton,5,keywords|userTags,collaborative_support|public
bisexual woman,5,userTags,collaborative_support
bitten by a zombie,5,userTags,collaborative_support
bitterness,5,keywords|userTags,collaborative_support|public
black hero,5,userTags,collaborative_support|public
black history,5,keywords|userTags,collaborative_support|public
black lgbt,5,keywords|userTags,collaborative_support
black panthers,5,userTags,collaborative_support
black stereotype,5,keywords|userTags,collaborative_support
blackface,5,keywords|userTags,collaborative_support|public
blackjack,5,keywords|userTags,collaborative_support|public
blacksmith,5,keywords|userTags,collaborative_support|public
blast,5,keywords|userTags,collaborative_support
blockade,5,userTags,collaborative_support
blood and gore,5,userTags,collaborative_support
blood splatters,5,userTags,collaborative_support
blood sucking,5,keywords|userTags,collaborative_support
bloody body of a child,5,userTags,collaborative_support
blue collar,5,userTags,collaborative_support|public
bo burnham,5,userTags,collaborative_support|public
boat accident,5,keywords|userTags,collaborative_support
bob dylan,5,userTags,collaborative_support|public
body mutilation,5,keywords|userTags,collaborative_support
body possession,5,userTags,collaborative_support|public
bolivia,5,keywords|userTags,collaborative_support
bomb explosion,5,keywords|userTags,collaborative_support|public
bomb vest,5,keywords|userTags,collaborative_support
bonkers,5,userTags,collaborative_support|public
boogeyman,5,keywords|userTags,collaborative_support|public
book club,5,keywords|userTags,collaborative_support|public
book writing,5,keywords,collaborative_support|public
bosnia,5,userTags,collaborative_support
bosnian war,5,userTags,collaborative_support
boston massachusetts,5,userTags,collaborative_support|public
boulder,5,keywords|userTags,collaborative_support|public
boxing trainer,5,keywords,collaborative_support|public
boy meets girl,5,keywords|userTags,collaborative_support|public
boyfriend girlfriend,5,userTags,collaborative_support|public
brad silberling,5,userTags,collaborative_support|public
brain surgery,5,keywords|userTags,collaborative_support
brave,5,userTags,collaborative_support|public
bride and groom,5,keywords|userTags,collaborative_support|public
bridegroom,5,keywords|userTags,collaborative_support|public
brief encounters,5,userTags,collaborative_support
british history,5,keywords|userTags,collaborative_support|public
british intelligence,5,keywords|userTags,collaborative_support|public
british spy,5,keywords,collaborative_support|public
broken lizard,5,keywords|userTags,collaborative_support|public
"bronx, new york city",5,keywords|userTags,collaborative_support
buddy film,5,keywords|userTags,collaborative_support|public
bulimia,5,keywords|userTags,collaborative_support
bulldozer,5,keywords|userTags,collaborative_support
bullet proof vest,5,keywords|userTags,collaborative_support|public
bunny,5,keywords|userTags,public
burnt body,5,keywords|userTags,collaborative_support
