tag,count,sources,datasetRoles
migrant worker,1,keywords|userTags,collaborative_support
migrants,1,userTags,collaborative_support
miguel ferrer,1,userTags,collaborative_support
miguel sandoval,1,userTags,collaborative_support
mikael hã¥fstrã¶m,1,userTags,collaborative_support
mikael salomon,1,userTags,collaborative_support
mike birbiglia,1,userTags,public
mike clattenburg,1,userTags,collaborative_support
mike ditka,1,userTags,public
mike mills,1,userTags,collaborative_support
mike mitchell,1,userTags,public
mike newell,1,userTags,public
mike o'malley,1,userTags,public
mike smith,1,userTags,collaborative_support
mike super recs,1,userTags,collaborative_support
mike thurmeier,1,userTags,public
mike vogel,1,userTags,public
mike white,1,userTags,collaborative_support
mikkel nørgaard,1,userTags,collaborative_support
mil mi 8 hip helicopter,1,userTags,collaborative_support
mila jovovich,1,userTags,collaborative_support
mila kunis is so damn hot,1,userTags,collaborative_support
"milan, italy",1,keywords,collaborative_support
milana vayntrub,1,userTags,collaborative_support
milano,1,userTags,collaborative_support
mild,1,userTags,public
mildly funny,1,userTags,collaborative_support
mildly racist,1,userTags,collaborative_support
miles davis,1,keywords|userTags,collaborative_support
milgram experiment,1,keywords,collaborative_support
milieu,1,keywords,public
militant,1,keywords|userTags,collaborative_support
militarism,1,userTags,collaborative_support
military academy,1,keywords|userTags,collaborative_support
military acquisitions,1,keywords,collaborative_support
military airplane,1,keywords,collaborative_support
military attack,1,keywords,collaborative_support
military brat,1,keywords,collaborative_support
military compound,1,keywords,collaborative_support
military contractors,1,keywords,collaborative_support
military crime,1,keywords|userTags,collaborative_support
military drama,1,userTags,collaborative_support
military dress uniform,1,userTags,collaborative_support
military escort,1,keywords|userTags,collaborative_support
military excercise,1,keywords,collaborative_support
military exercises,1,keywords,collaborative_support
military experiment,1,userTags,collaborative_support
military funeral,1,keywords,collaborative_support
military hardship discharge,1,userTags,collaborative_support
military installation,1,userTags,collaborative_support
military memories,1,keywords|userTags,collaborative_support
military nurse,1,keywords,collaborative_support
military occupation,1,userTags,collaborative_support
military outpost,1,keywords|userTags,collaborative_support
military parade,1,userTags,public
military prisoners,1,keywords,collaborative_support
military propaganda,1,userTags,public
military regime,1,userTags,collaborative_support
military tradition,1,keywords,collaborative_support
military unit,1,keywords|userTags,collaborative_support
military woman,1,userTags,collaborative_support
military working dogs,1,keywords,public
military-industrial complex,1,userTags,public
milkman,1,keywords,collaborative_support
mill,1,userTags,collaborative_support
milla,1,userTags,collaborative_support
millenials,1,userTags,collaborative_support
millie bobby brown,1,userTags,collaborative_support
milliionaire,1,keywords,public
milliner,1,keywords|userTags,collaborative_support
million man march (1995),1,keywords,collaborative_support
millionair,1,userTags,collaborative_support
millionare,1,userTags,collaborative_support
millitary,1,userTags,public
millor mirar el cazador,1,userTags,collaborative_support
millor veure 3 reyes,1,userTags,collaborative_support
milos forman,1,userTags,collaborative_support
mimi leder,1,userTags,collaborative_support
mimic,1,keywords,collaborative_support
