tag,count,sources,datasetRoles
drinking game,2,keywords|userTags,collaborative_support|public
drinking one's urine,2,userTags,collaborative_support
drinking problem,2,userTags,collaborative_support|public
driven to suicide,2,keywords,collaborative_support
driving a car,2,keywords|userTags,collaborative_support|public
driving school,2,keywords,collaborative_support
drop-out,2,keywords|userTags,collaborative_support|public
drug bust,2,keywords|userTags,collaborative_support
drug gang,2,keywords|userTags,collaborative_support
drug kingpin,2,keywords,collaborative_support
drug runner,2,keywords|userTags,collaborative_support
drug stealing,2,keywords,collaborative_support
drugged food,2,userTags,collaborative_support|public
drugs and addiction,2,userTags,collaborative_support
drum,2,keywords|userTags,collaborative_support
drunk driving,2,userTags,collaborative_support
drunkard,2,keywords|userTags,collaborative_support
dual personality,2,keywords|userTags,collaborative_support|public
dual wield,2,userTags,collaborative_support
dualism,2,userTags,collaborative_support
dubbing,2,userTags,collaborative_support
duct tape over mouth,2,userTags,collaborative_support
duet,2,userTags,collaborative_support
dull characters,2,userTags,collaborative_support
dumb characters,2,userTags,collaborative_support|public
dumb ending,2,userTags,collaborative_support
dumb fun,2,userTags,collaborative_support
dumb kids,2,userTags,collaborative_support
dumb plot,2,userTags,collaborative_support
dumbest movie ever,2,userTags,collaborative_support
dummy,2,userTags,collaborative_support
dumplings,2,userTags,collaborative_support|public
dune,2,keywords|userTags,public
dungeons and dragons,2,userTags,public
dust storm,2,userTags,collaborative_support|public
dwarfs,2,userTags,public
dwindling party,2,userTags,collaborative_support
dying father,2,keywords|userTags,collaborative_support
dying young,2,keywords,collaborative_support
dylan mcdermott,2,userTags,collaborative_support
e mail,2,userTags,collaborative_support
e.b. white,2,userTags,collaborative_support|public
eamonn walker,2,userTags,collaborative_support
earth in peril,2,keywords|userTags,public
eartha kitt,2,userTags,collaborative_support|public
east berlin,2,keywords|userTags,collaborative_support
east india trading company,2,userTags,collaborative_support|public
easy fun,2,userTags,collaborative_support|public
eat the rich,2,userTags,collaborative_support|public
ecological disaster,2,keywords|userTags,collaborative_support|public
economic depression,2,userTags,collaborative_support
economic war,2,userTags,collaborative_support
ecstasy the drug,2,userTags,collaborative_support
ed and lorraine warren,2,userTags,collaborative_support
edgar allan poe,2,userTags,collaborative_support
edgar ramirez,2,userTags,collaborative_support
edifying,2,userTags,collaborative_support
edison,2,userTags,public
edited from film,2,keywords,collaborative_support
edith wharton,2,userTags,collaborative_support
edo period,2,keywords|userTags,collaborative_support|public
edouard baer,2,userTags,collaborative_support|public
edward burns,2,userTags,collaborative_support
edward zwick,2,userTags,collaborative_support
eel,2,keywords|userTags,collaborative_support|public
effeminacy,2,userTags,collaborative_support|public
ego death,2,userTags,collaborative_support
egomania,2,keywords|userTags,collaborative_support
egotism,2,keywords|userTags,collaborative_support|public
egyptian god,2,keywords,collaborative_support|public
eiffel tower,2,userTags,public
eileen atkins,2,userTags,collaborative_support
el capitan,2,keywords,collaborative_support|public
el dorado,2,keywords|userTags,collaborative_support|public
elaine cassidy,2,userTags,collaborative_support
elasticity,2,keywords|userTags,public
election day,2,userTags,collaborative_support
electric fence,2,keywords|userTags,collaborative_support
electrocuted,2,userTags,collaborative_support
elements,2,keywords|userTags,public
elena anaya,2,userTags,collaborative_support
elephant gun,2,userTags,collaborative_support
elevator operator,2,keywords|userTags,collaborative_support
elite athletes,2,userTags,collaborative_support
elite forces,2,keywords,collaborative_support
elizabeth debicki,2,userTags,collaborative_support
elmo,2,keywords|userTags,collaborative_support|public
emancipation,2,keywords,collaborative_support
embarassed to watch,2,userTags,collaborative_support
emergency stop,2,keywords|userTags,collaborative_support
emergency surgery,2,keywords|userTags,collaborative_support
emilie de ravin,2,userTags,collaborative_support|public
eminem,2,userTags,collaborative_support
emma bell,2,userTags,collaborative_support
emma caulfield,2,userTags,collaborative_support
emotional healing,2,keywords,collaborative_support|public
emotional instability,2,keywords,collaborative_support
emotional journey,2,keywords|userTags,collaborative_support
emotional struggle,2,userTags,collaborative_support|public
emotionally moving,2,userTags,collaborative_support|public
emotionlessness,2,keywords|userTags,public
emotive,2,userTags,public
enchantress,2,keywords|userTags,collaborative_support|public
encounter,2,userTags,collaborative_support|public
encouraging,2,userTags,public
encryption,2,userTags,collaborative_support
end,2,keywords,collaborative_support
end credits roll call,2,userTags,collaborative_support
end of life,2,keywords,collaborative_support
ending lame,2,userTags,collaborative_support|public
endless loop,2,userTags,collaborative_support
endo,2,userTags,collaborative_support
enemies to friends,2,keywords,collaborative_support|public
energy drink,2,keywords|userTags,collaborative_support
enforcer,2,keywords|userTags,collaborative_support
engine,2,keywords|userTags,public
engineers,2,userTags,collaborative_support|public
english garden,2,keywords|userTags,collaborative_support|public
english language,2,userTags,collaborative_support|public
english professor,2,keywords|userTags,collaborative_support
english subtitles in original,2,userTags,collaborative_support
english village,2,keywords|userTags,collaborative_support
englishman,2,keywords|userTags,collaborative_support
englishman abroad,2,keywords,collaborative_support|public
englishman in italy,2,userTags,public
englishwoman,2,keywords|userTags,collaborative_support|public
enigma machine,2,keywords,collaborative_support
enormously long battle scene,2,userTags,collaborative_support|public
enterprise,2,userTags,collaborative_support
enterprise-e,2,keywords,collaborative_support|public
entitlement,2,keywords|userTags,collaborative_support
entity,2,keywords|userTags,collaborative_support
entrance examination,2,keywords|userTags,collaborative_support|public
enust,2,userTags,collaborative_support
enviromental,2,keywords,collaborative_support|public
environmental conservation,2,keywords,collaborative_support
environmental destruction,2,keywords|userTags,collaborative_support
environmental documentary,2,keywords|userTags,collaborative_support
environmental issues,2,keywords|userTags,collaborative_support|public
environmental propaganda,2,userTags,collaborative_support|public
epic ending,2,userTags,collaborative_support
epic fantasy,2,keywords|userTags,public
epic final battle,2,userTags,collaborative_support
epilogue,2,userTags,collaborative_support
episodic structure,2,userTags,collaborative_support
epistolary,2,userTags,collaborative_support|public
eric idle,2,userTags,collaborative_support
ernie hudson,2,userTags,collaborative_support|public
ernst-hugo jãƒâ¤regãƒâ¥rd,2,userTags,collaborative_support
erotic fantasy,2,keywords|userTags,collaborative_support
erotic romance,2,keywords,collaborative_support
erotic tension,2,userTags,collaborative_support
erotica,2,userTags,collaborative_support|public
erotism,2,keywords|userTags,collaborative_support
errol morris,2,userTags,collaborative_support
escalating tension,2,userTags,collaborative_support
escape agent,2,keywords|userTags,collaborative_support
escaped animal,2,keywords,collaborative_support|public
escaped killer,2,keywords,collaborative_support
escaped mental patient,2,keywords|userTags,collaborative_support
espn,2,userTags,public
establishment,2,userTags,collaborative_support|public
estafa,2,keywords|userTags,collaborative_support|public
estranged,2,keywords|userTags,collaborative_support|public
estranged grandparent,2,keywords,collaborative_support|public
ethereal,2,userTags,collaborative_support
ethic,2,userTags,collaborative_support
ethnicity,2,userTags,collaborative_support
etiquette,2,keywords|userTags,collaborative_support|public
eugene hutz,2,userTags,collaborative_support
eunuch,2,keywords|userTags,collaborative_support|public
europa,2,userTags,collaborative_support
europe journey,2,keywords,collaborative_support|public
european film,2,userTags,collaborative_support
european refugee crisis,2,keywords|userTags,collaborative_support
european union,2,keywords|userTags,collaborative_support
evangelical christianity,2,keywords|userTags,collaborative_support|public
