tag,count,sources,datasetRoles
african american hero,1,userTags,public
african american princess,1,keywords,collaborative_support
african american servant,1,keywords|userTags,collaborative_support
african american studies,1,userTags,collaborative_support
african americans,1,userTags,public
african art,1,userTags,collaborative_support
african atrocities,1,userTags,collaborative_support
african bush,1,keywords,collaborative_support
african canadian,1,userTags,collaborative_support
african culture,1,userTags,collaborative_support
african customs,1,keywords|userTags,collaborative_support
african dictator,1,keywords,collaborative_support
african japanese,1,userTags,collaborative_support
african king,1,userTags,collaborative_support
african mask,1,userTags,collaborative_support
african mask art,1,userTags,collaborative_support
african mask collection,1,userTags,collaborative_support
african mexican,1,userTags,collaborative_support
african national congress,1,userTags,collaborative_support
african protagonist,1,userTags,collaborative_support
african safari,1,userTags,public
african tale,1,keywords|userTags,collaborative_support
african tribe,1,keywords,public
african violet,1,keywords|userTags,collaborative_support
african warrior,1,userTags,collaborative_support
african woman,1,userTags,collaborative_support
africanized honey bee,1,userTags,collaborative_support
afrikaans,1,userTags,collaborative_support
afro-descendants,1,keywords,public
afrofuturism,1,userTags,public
after 2050,1,userTags,collaborative_support
after credits ending,1,userTags,collaborative_support
after life,1,userTags,public
after school job,1,userTags,public
after school special,1,userTags,public
afterdeath,1,userTags,public
aftermath of war,1,userTags,public
aftershocks,1,keywords,collaborative_support
afterwar,1,userTags,collaborative_support
against incredible odds,1,userTags,collaborative_support
against the system,1,userTags,public
agata buzek,1,userTags,collaborative_support
agata kulesza,1,userTags,collaborative_support
agata trzebuchowska,1,userTags,collaborative_support
age of sail,1,userTags,public
aged like milk,1,userTags,public
ageing,1,userTags,collaborative_support
ageist,1,userTags,collaborative_support
agency,1,userTags,collaborative_support
agent carter,1,userTags,public
agent orange,1,userTags,collaborative_support
agent yellow,1,userTags,collaborative_support
aggeliki papoulia,1,userTags,public
aggressive children,1,userTags,collaborative_support
aggressive kids,1,userTags,collaborative_support
aggressive woman,1,userTags,collaborative_support
aging aunt,1,keywords,public
aging hero,1,keywords,collaborative_support
aging man,1,keywords,collaborative_support
aging superhero,1,keywords,collaborative_support
agm 114 hellfire missile,1,userTags,collaborative_support
agnes bruckner,1,userTags,collaborative_support
agnes jaoui,1,userTags,collaborative_support
agnes kittelsen,1,userTags,collaborative_support
agnieszka holland,1,userTags,collaborative_support
agnosia,1,userTags,collaborative_support
agnostic,1,keywords|userTags,collaborative_support
agnosticiscm,1,userTags,collaborative_support
agnã¨s jaoui,1,userTags,public
agnã¨s varda,1,userTags,collaborative_support
agnès varda,1,userTags,collaborative_support
agra india,1,userTags,public
agrarian reform,1,userTags,collaborative_support
ah 1 cobra helicopter,1,userTags,collaborative_support
ahnuld,1,userTags,collaborative_support
ahsoka tano,1,userTags,public
ai takeover,1,userTags,public
ai uprising,1,userTags,public
ai weiwei,1,userTags,collaborative_support
aida turturro,1,userTags,collaborative_support
aids crisis,1,userTags,collaborative_support
aidy bryant,1,userTags,collaborative_support
ailul al aswad,1,keywords,collaborative_support
ailuranthropy,1,keywords|userTags,collaborative_support
aimless plot,1,userTags,collaborative_support
air attack,1,userTags,collaborative_support
air battle,1,keywords|userTags,public
air cavalry,1,userTags,collaborative_support
air controller,1,keywords|userTags,collaborative_support
air cover,1,userTags,collaborative_support
air defense,1,userTags,collaborative_support
air drop,1,userTags,collaborative_support
air force academy dreams,1,userTags,collaborative_support
air force pilot,1,userTags,collaborative_support
air freshener,1,userTags,collaborative_support
air gun,1,userTags,collaborative_support
air heads candy,1,userTags,public
air jordan,1,userTags,public
air raid shelter,1,userTags,collaborative_support
air rifle,1,userTags,collaborative_support
air show,1,keywords,collaborative_support
air sickness,1,userTags,collaborative_support
air tank,1,userTags,public
air to air missile,1,userTags,collaborative_support
airbender,1,userTags,public
airboat,1,userTags,collaborative_support
airborne,1,userTags,collaborative_support
airborne attack,1,keywords,collaborative_support
airborne ranger,1,keywords,collaborative_support
airborne troops,1,userTags,collaborative_support
airbus,1,userTags,public
aircel comics,1,userTags,public
aircraft carrier landing,1,userTags,public
aircraft crash,1,keywords,collaborative_support
aircraft grave yard,1,userTags,collaborative_support
airline,1,keywords,collaborative_support
airline company,1,userTags,collaborative_support
airline pilot,1,userTags,collaborative_support
airline ticket agent,1,userTags,collaborative_support
airliner evacuation slide,1,userTags,public
airlock,1,userTags,collaborative_support
airphone,1,userTags,collaborative_support
airplane cockpit,1,userTags,collaborative_support
airplane collision,1,userTags,collaborative_support
airplane design,1,userTags,collaborative_support
airplane engine,1,userTags,collaborative_support
airplane explosion,1,userTags,collaborative_support
airplane in storm,1,keywords,collaborative_support
airplane propeller,1,userTags,collaborative_support
airplane setting,1,keywords,collaborative_support
airplane shot down,1,userTags,public
airplane struck by lightning,1,userTags,public
airplane ticket,1,userTags,public
airplane toilet,1,userTags,collaborative_support
airplanes,1,keywords,collaborative_support
airport bar,1,userTags,collaborative_support
airport gate agent,1,userTags,collaborative_support
airport hanger,1,userTags,public
airport police,1,keywords,collaborative_support
airport security checkpoint,1,userTags,public
airport terminal,1,userTags,collaborative_support
airshaft,1,userTags,public
aishwarya rai bachchan,1,userTags,public
aj langer,1,userTags,collaborative_support
aja naomi king,1,userTags,public
ajar door,1,userTags,collaborative_support
ak 43,1,userTags,collaborative_support
akihiro kitamura,1,userTags,collaborative_support
akimbo,1,userTags,public
akshay kumar,1,userTags,collaborative_support
aku louhimies,1,userTags,collaborative_support
al capone,1,userTags,public
al capone character,1,userTags,public
al franken,1,userTags,collaborative_support
al gore,1,userTags,collaborative_support
al haram the great mosque of mecca,1,userTags,collaborative_support
al leong,1,userTags,collaborative_support
al pacino impression,1,userTags,collaborative_support
al shabab,1,userTags,collaborative_support
al sharpton,1,userTags,public
al-jazeera,1,userTags,collaborative_support
aladeen madafaka,1,userTags,collaborative_support
alain delon,1,userTags,public
alain guiraudie,1,userTags,collaborative_support
alain prost,1,userTags,public
alameda county california,1,userTags,collaborative_support
alameda county jail,1,userTags,collaborative_support
alamo,1,keywords|userTags,collaborative_support
alan dershowitz,1,userTags,collaborative_support
alan grant character,1,userTags,public
alan parker,1,userTags,collaborative_support
alan quartermain,1,userTags,public
