tag,count,sources,datasetRoles
disapproving father,3,userTags,collaborative_support|public
disconnected,3,userTags,collaborative_support
disguises,3,keywords,collaborative_support
dishonest,3,userTags,collaborative_support|public
dismissal,3,userTags,collaborative_support|public
disney animated sequel,3,userTags,public
disney classics,3,userTags,collaborative_support
disneyland,3,keywords|userTags,collaborative_support|public
distorted reality,3,userTags,collaborative_support
disturbing in a bad way,3,userTags,collaborative_support
diverse casting,3,userTags,collaborative_support
djinn,3,keywords|userTags,collaborative_support
dna testing,3,keywords,collaborative_support
doctor who,3,userTags,collaborative_support|public
dodgeball,3,keywords|userTags,public
dog attack,3,keywords|userTags,collaborative_support
dogsled,3,userTags,collaborative_support|public
doing the right thing,3,keywords|userTags,collaborative_support
dollar,3,keywords|userTags,collaborative_support|public
dolphins,3,userTags,collaborative_support|public
domhnall gleeson,3,userTags,collaborative_support
dominican republic,3,keywords|userTags,collaborative_support|public
dominoes,3,userTags,collaborative_support
don quixote,3,keywords|userTags,collaborative_support|public
donald glover,3,userTags,collaborative_support|public
doomsday device,3,keywords|userTags,collaborative_support|public
doping,3,keywords|userTags,collaborative_support|public
dorset,3,keywords,collaborative_support|public
double,3,keywords|userTags,collaborative_support
double murder,3,keywords|userTags,collaborative_support
double standards,3,userTags,collaborative_support|public
doug liman,3,userTags,collaborative_support|public
down on their luck,3,userTags,collaborative_support
downer ending,3,userTags,collaborative_support
dr. strange,3,userTags,collaborative_support|public
drama comedy,3,keywords|userTags,collaborative_support|public
drawing and painting,3,keywords|userTags,collaborative_support
dream like,3,userTags,collaborative_support
dressing room,3,userTags,collaborative_support
drew goddard,3,userTags,collaborative_support|public
drinking urine,3,userTags,collaborative_support|public
dripping blood,3,keywords|userTags,collaborative_support|public
drive,3,userTags,collaborative_support
drive by shooting,3,keywords|userTags,collaborative_support
driving range,3,keywords,collaborative_support
drug dealers,3,userTags,collaborative_support
drug pusher,3,keywords|userTags,collaborative_support
drug smuggle,3,userTags,collaborative_support
drugs & music,3,userTags,collaborative_support
druid,3,keywords|userTags,collaborative_support|public
drunk woman,3,userTags,collaborative_support|public
dual role,3,keywords,collaborative_support
duality,3,keywords|userTags,collaborative_support|public
dubbed,3,userTags,collaborative_support|public
duchess,3,keywords,collaborative_support|public
duct tape gag,3,keywords|userTags,collaborative_support
dude comedy,3,userTags,collaborative_support|public
dull. incoherent. childish.,3,userTags,collaborative_support
dumbed down,3,userTags,collaborative_support|public
dumped,3,keywords|userTags,collaborative_support|public
duncan jones,3,userTags,collaborative_support
duo,3,keywords|userTags,collaborative_support|public
dying mother,3,keywords,collaborative_support|public
dying repeatedly,3,userTags,collaborative_support
dylan o'brien,3,userTags,collaborative_support|public
dynamite,3,keywords|userTags,collaborative_support|public
dysf,3,userTags,collaborative_support|public
dysfunctional life,3,keywords|userTags,collaborative_support
early 1900s,3,keywords|userTags,collaborative_support
earthy,3,userTags,collaborative_support
east africa,3,keywords|userTags,collaborative_support
easter bunny,3,keywords|userTags,collaborative_support|public
eastern philosophy,3,userTags,collaborative_support|public
