tag,count,sources,datasetRoles
practical joke,2,keywords|userTags,collaborative_support
prairie,2,keywords|userTags,collaborative_support
prank gone wrong,2,keywords|userTags,collaborative_support
prank telephone call,2,keywords|userTags,collaborative_support
pre-school,2,keywords,collaborative_support|public
precocity,2,keywords|userTags,public
predictable movie,2,userTags,collaborative_support|public
predictable twist,2,userTags,collaborative_support
pregnancy from rape,2,keywords,collaborative_support
pregnancy test,2,userTags,collaborative_support
pregnant character,2,userTags,collaborative_support
prescription medication,2,keywords|userTags,collaborative_support
presidential campaign,2,keywords|userTags,collaborative_support
presidential candidate,2,keywords|userTags,collaborative_support
presidential elections,2,userTags,collaborative_support
pressure to perform,2,keywords,collaborative_support
pretend family,2,keywords,collaborative_support|public
pretended murder,2,keywords,collaborative_support
pretty but pointless,2,userTags,public
pretty funny,2,userTags,collaborative_support
pretty good,2,userTags,collaborative_support
preventable problems,2,userTags,collaborative_support
pride and vanity,2,keywords,public
prime number,2,keywords,collaborative_support
prime suspect,2,keywords,collaborative_support
princess diana,2,keywords|userTags,collaborative_support|public
principal witness,2,keywords|userTags,collaborative_support
prison brutality,2,keywords,collaborative_support
prison drama,2,keywords|userTags,collaborative_support
prison release,2,keywords,collaborative_support
prisoner abuse,2,keywords|userTags,collaborative_support
prisoners of war,2,userTags,collaborative_support
private,2,keywords,collaborative_support|public
private eye,2,keywords|userTags,collaborative_support
prix un certain regard,2,userTags,collaborative_support
priyanka chopra,2,userTags,collaborative_support
prize,2,keywords|userTags,collaborative_support|public
pro bono,2,keywords,public
pro military,2,userTags,collaborative_support
pro wrestlers,2,keywords,collaborative_support
probation officer,2,keywords|userTags,collaborative_support
problematic,2,userTags,public
process,2,keywords,collaborative_support
procrastination,2,userTags,public
professional athlete,2,keywords,collaborative_support|public
professional hit,2,keywords|userTags,collaborative_support
professional soccer player,2,userTags,collaborative_support
profile,2,keywords|userTags,collaborative_support
profound,2,userTags,collaborative_support|public
projectionist,2,keywords|userTags,collaborative_support
prologue,2,keywords|userTags,collaborative_support
prom queen,2,keywords|userTags,collaborative_support
proof,2,keywords,collaborative_support|public
prophet,2,keywords,collaborative_support|public
prophetic,2,keywords,collaborative_support
proposal,2,keywords|userTags,collaborative_support|public
prosecutor,2,keywords|userTags,collaborative_support
prospector,2,keywords|userTags,collaborative_support
prosthesis,2,keywords,collaborative_support
prosthetic arm,2,keywords|userTags,collaborative_support|public
protagonist is a teacher,2,userTags,collaborative_support
protagonist is an idiot,2,userTags,collaborative_support
protagonist is royal,2,userTags,public
protective mother,2,keywords|userTags,collaborative_support
provo utah,2,keywords,collaborative_support
psa,2,keywords|userTags,collaborative_support|public
pseudo-profound,2,userTags,collaborative_support
pseudo-zombies,2,userTags,collaborative_support
psychedelia,2,keywords,collaborative_support
psychic vision,2,keywords,collaborative_support
psycho killer,2,keywords|userTags,collaborative_support
psychokinesis,2,keywords|userTags,collaborative_support|public
psychologic,2,userTags,collaborative_support
psychological detective,2,keywords,collaborative_support
psychological manipulation,2,keywords,collaborative_support
psychological torture,2,userTags,collaborative_support
psychology and the nature of reality,2,userTags,collaborative_support
public execution,2,keywords,collaborative_support
public sex,2,userTags,collaborative_support
public speaking,2,keywords,collaborative_support
publishing,2,keywords|userTags,public
pudding,2,keywords|userTags,collaborative_support|public
puke,2,keywords|userTags,collaborative_support
pulling yourself out of a dark place,2,userTags,public
pumpkin,2,keywords|userTags,collaborative_support|public
punched in the face,2,userTags,collaborative_support
punks,2,keywords|userTags,collaborative_support
punksploitation,2,userTags,collaborative_support
puppet master,2,keywords|userTags,collaborative_support
puppy love,2,keywords|userTags,collaborative_support
purile,2,userTags,collaborative_support|public
purity,2,userTags,collaborative_support
purple heart,2,keywords|userTags,collaborative_support|public
pychologically thrilling,2,userTags,collaborative_support
pyre,2,keywords|userTags,collaborative_support
quadriplegia,2,keywords,collaborative_support
quarterback,2,keywords|userTags,collaborative_support
quartet,2,keywords|userTags,collaborative_support
queen elisabeth ii,2,userTags,collaborative_support|public
queen elizabeth,2,userTags,collaborative_support|public
queen of england,2,keywords|userTags,collaborative_support
queen of hearts,2,keywords,public
quick cuts,2,userTags,collaborative_support
quick-witted,2,userTags,collaborative_support
