tag,count,sources,datasetRoles
ramses,1,keywords|userTags,collaborative_support
ranchers,1,userTags,collaborative_support
randal kleiser,1,userTags,collaborative_support
randall batinkoff,1,userTags,collaborative_support
randall park,1,userTags,public
random celebrities,1,userTags,collaborative_support
random sex,1,userTags,collaborative_support
randy coture,1,userTags,collaborative_support
ranger regiment,1,keywords,public
rangoon,1,keywords|userTags,collaborative_support
ransom note,1,keywords|userTags,collaborative_support
rap artist,1,userTags,collaborative_support
rape & sexual abuse,1,userTags,collaborative_support
rape (implied),1,userTags,collaborative_support
rape mention,1,userTags,collaborative_support
rape threat,1,userTags,collaborative_support
rape threats,1,userTags,collaborative_support
rapey,1,userTags,collaborative_support
raphael,1,userTags,collaborative_support
rapid ageing,1,keywords,collaborative_support
rapid aging,1,userTags,collaborative_support
rapids,1,keywords|userTags,collaborative_support
raping hitler,1,userTags,collaborative_support
rapping in a car,1,userTags,collaborative_support
rare book,1,keywords,collaborative_support
rare books,1,userTags,collaborative_support
rashamon,1,userTags,collaborative_support
rashomon,1,userTags,public
rasputin,1,userTags,collaborative_support
ratatouille,1,keywords|userTags,public
rated-r for swearing,1,userTags,collaborative_support
ratings system,1,userTags,collaborative_support
rational,1,userTags,collaborative_support
rationality,1,userTags,public
raunch,1,userTags,collaborative_support
raunchcom,1,userTags,collaborative_support
raunchy humor,1,userTags,collaborative_support
ravel,1,userTags,collaborative_support
ravi patel,1,userTags,collaborative_support
raw chicken,1,userTags,public
raw dog screwing,1,userTags,collaborative_support
raw existentialism,1,userTags,collaborative_support
raw footage,1,userTags,collaborative_support
rawson marshall thurber,1,userTags,collaborative_support
ray charles,1,userTags,collaborative_support
ray wise,1,userTags,collaborative_support
razor blade,1,keywords|userTags,collaborative_support
raúl arévalo,1,userTags,collaborative_support
rbg,1,userTags,public
rc cars,1,keywords,collaborative_support
re animate,1,keywords|userTags,collaborative_support
re boot,1,userTags,public
re-animation,1,keywords,collaborative_support
re-enactment,1,userTags,collaborative_support
re-imagining,1,keywords,collaborative_support
re-imagining of classic film,1,userTags,collaborative_support
re-make,1,userTags,collaborative_support
read the book,1,userTags,public
reader,1,userTags,collaborative_support
reading aloud,1,keywords,collaborative_support
reading the silences,1,userTags,public
reading to someone,1,keywords,collaborative_support
ready for sequel,1,userTags,public
real animals,1,userTags,public
real challenges,1,userTags,collaborative_support
real computers,1,userTags,collaborative_support
real computers usage,1,userTags,collaborative_support
real doll,1,userTags,public
real estate broker,1,userTags,collaborative_support
real estate development,1,keywords|userTags,public
real hero,1,userTags,collaborative_support
real heroes,1,userTags,collaborative_support
real life situations,1,userTags,public
real life story,1,userTags,collaborative_support
real love,1,userTags,public
real madrid,1,userTags,collaborative_support
real persons,1,userTags,collaborative_support
real relationships,1,userTags,collaborative_support
real sharks.,1,userTags,collaborative_support
real strory,1,userTags,collaborative_support
real vs fabrication,1,userTags,collaborative_support
realisitc acting,1,userTags,collaborative_support
realism at its finest,1,userTags,collaborative_support
realist,1,userTags,collaborative_support
realistic depiction of fairies,1,userTags,public
realistic ending,1,userTags,collaborative_support
realistic fighting,1,userTags,collaborative_support
realistic plot,1,userTags,collaborative_support
realistic portrayal,1,userTags,collaborative_support
realistic relationship,1,userTags,collaborative_support
realistic sci-fi,1,userTags,collaborative_support
realistic space,1,userTags,collaborative_support
realistic wrestling,1,userTags,collaborative_support
realisticish,1,userTags,public
realities of life,1,userTags,collaborative_support
reality show,1,keywords,collaborative_support
reality spoof,1,keywords,collaborative_support
reality-bending,1,keywords,collaborative_support
really awful british accent!,1,userTags,public
really bad movie,1,userTags,collaborative_support
really bad script,1,userTags,collaborative_support
really dark,1,userTags,collaborative_support
really funny,1,userTags,collaborative_support
really heavy,1,userTags,collaborative_support
really really shitty.,1,userTags,collaborative_support
really stupid,1,userTags,public
really wrong,1,userTags,public
realness,1,userTags,collaborative_support
realtime,1,userTags,collaborative_support
reaper,1,keywords,collaborative_support
reappearance,1,userTags,collaborative_support
rear entry sex,1,userTags,collaborative_support
rear nudity,1,userTags,collaborative_support
reason to survive,1,userTags,collaborative_support
rebecca romijn-stamos,1,userTags,collaborative_support
rebecca sugar,1,userTags,public
rebekah johnson,1,userTags,collaborative_support
rebel commander,1,userTags,collaborative_support
rebel forces,1,userTags,public
rebel hero,1,keywords,public
rebel radio,1,keywords,collaborative_support
rebellious teenager,1,userTags,collaborative_support
rebuilding society,1,userTags,collaborative_support
recast,1,userTags,public
recast of lead,1,userTags,public
receptionist,1,keywords,collaborative_support
recess,1,userTags,public
recipe,1,userTags,collaborative_support
reclusive writer,1,userTags,public
recollection,1,keywords,public
recommend,1,userTags,collaborative_support
"recommended by npr ""science friday""",1,userTags,collaborative_support
reconsidering of life,1,keywords,collaborative_support
reconstruction era,1,keywords,collaborative_support
reconstructive surgery,1,userTags,collaborative_support
record,1,keywords,collaborative_support
record attempt,1,userTags,public
record collection,1,userTags,public
record collector,1,keywords,collaborative_support
record deal,1,keywords|userTags,public
record industry,1,keywords,public
recording artist,1,keywords,collaborative_support
recovering drug addict,1,userTags,collaborative_support
recovery journey,1,keywords,collaborative_support
recruitment,1,userTags,collaborative_support
recurring dream,1,keywords,collaborative_support
recycled plot,1,userTags,public
recycling,1,keywords,public
red baron,1,keywords,public
red bull,1,userTags,public
red cap,1,keywords,collaborative_support
red cross,1,keywords|userTags,collaborative_support
red dawn,1,userTags,collaborative_support
red dress,1,keywords|userTags,collaborative_support
red elvises,1,userTags,collaborative_support
red light district,1,userTags,collaborative_support
red panda,1,keywords|userTags,public
red riding hood,1,userTags,collaborative_support
red ridinghood,1,userTags,collaborative_support
red sea,1,keywords|userTags,collaborative_support
red shoes,1,keywords,collaborative_support
red sox,1,keywords|userTags,public
red square,1,keywords,collaborative_support
red west,1,userTags,collaborative_support
red wine,1,userTags,public
redemptive,1,userTags,public
redhead,1,userTags,collaborative_support
redistribution,1,userTags,public
redlining,1,userTags,collaborative_support
redneck stereotype,1,userTags,collaborative_support
reductionism,1,userTags,collaborative_support
reenactments,1,userTags,public
reeperbahn,1,keywords|userTags,collaborative_support
reese whitherspoon,1,userTags,collaborative_support
reese witherspoon is a cunt,1,userTags,collaborative_support
reese witherspoon production,1,userTags,collaborative_support
reese witherspoons jaw,1,userTags,public
refection,1,userTags,collaborative_support
reference to adolf hitler,1,userTags,collaborative_support
reference to alan smithee,1,userTags,collaborative_support
reference to anne francis,1,userTags,collaborative_support
reference to asperger's syndrome,1,userTags,collaborative_support
reference to batman,1,userTags,collaborative_support
reference to beowulf,1,userTags,collaborative_support
reference to bill maher,1,userTags,public
reference to bing crosby,1,userTags,collaborative_support
reference to buck rogers,1,userTags,collaborative_support
reference to charles darwin,1,userTags,collaborative_support
reference to cinnabon,1,userTags,public
reference to claudia schiffer,1,userTags,collaborative_support
reference to david beckham,1,userTags,public
reference to david bowie,1,userTags,collaborative_support
reference to delaware,1,userTags,collaborative_support
reference to donald trump,1,userTags,collaborative_support
reference to flash gordon,1,userTags,collaborative_support
reference to franz schubert,1,userTags,collaborative_support
reference to george martin,1,userTags,collaborative_support
reference to holden caulfield,1,userTags,collaborative_support
reference to homer's odyssey,1,userTags,collaborative_support
reference to hugh grant,1,userTags,collaborative_support
reference to james cagney,1,userTags,collaborative_support
reference to jennifer lawrence,1,userTags,collaborative_support
reference to joseph campbell,1,userTags,collaborative_support
reference to jussie smollett,1,userTags,collaborative_support
reference to keith moon,1,userTags,collaborative_support
reference to ketamine,1,userTags,collaborative_support
reference to king arthur,1,userTags,collaborative_support
reference to kobe bryant,1,userTags,public
reference to les miserables,1,userTags,collaborative_support
reference to lord of the rings,1,userTags,collaborative_support
reference to ludwig van beethoven,1,userTags,collaborative_support
reference to macauley culkin,1,userTags,collaborative_support
reference to mick jagger,1,userTags,public
reference to neil patrick harris,1,userTags,collaborative_support
reference to nikola tesla,1,userTags,collaborative_support
reference to ottoman empire,1,userTags,collaborative_support
reference to pepsi,1,userTags,collaborative_support
reference to queen elizabeth ii,1,userTags,public
reference to r. kelly,1,userTags,collaborative_support
reference to r2 d2,1,userTags,collaborative_support
reference to shakespeare's hamlet,1,userTags,collaborative_support
reference to star wars,1,userTags,collaborative_support
reference to stephen foster,1,userTags,collaborative_support
reference to terminator 2,1,userTags,collaborative_support
reference to the beatles,1,userTags,collaborative_support
reference to the buddha,1,userTags,collaborative_support
reference to the everly brothers,1,userTags,collaborative_support
reference to the three billy goats gruff,1,userTags,collaborative_support
reference to the vietnam war,1,userTags,collaborative_support
reference to the warriors,1,userTags,collaborative_support
reference to the zombie apocalypse,1,userTags,collaborative_support
reference to thomas edison,1,userTags,collaborative_support
reference to thomas the tank engine,1,userTags,collaborative_support
reference to tori amos,1,userTags,collaborative_support
reference to watergate,1,userTags,collaborative_support
reference to william shakespeare,1,userTags,collaborative_support
reference to willie mays,1,userTags,collaborative_support
reference to yoda,1,userTags,collaborative_support
referendum,1,keywords|userTags,collaborative_support
reflection in water,1,userTags,collaborative_support
reforestation,1,keywords|userTags,public
reform,1,keywords,collaborative_support
reformation,1,userTags,collaborative_support
reformatory,1,userTags,collaborative_support
refreshing,1,userTags,collaborative_support
refrigerator,1,keywords,collaborative_support
refusal,1,keywords|userTags,collaborative_support
refused services,1,keywords|userTags,collaborative_support
regency,1,userTags,public
regency period,1,userTags,collaborative_support
regeneration,1,keywords,collaborative_support
regent,1,userTags,public
reggae music,1,keywords|userTags,collaborative_support
regime,1,keywords,collaborative_support
regina casé,1,userTags,collaborative_support
regional conflict,1,userTags,collaborative_support
regionalism,1,userTags,public
regular,1,userTags,collaborative_support
rei ayanami,1,userTags,collaborative_support
reicher amerikaner,1,userTags,public
reiki,1,userTags,collaborative_support
reincarnated,1,keywords,collaborative_support
reincarnated lovers,1,keywords,collaborative_support
rejected suitor,1,keywords,collaborative_support
rejecting a marriage proposal,1,userTags,public
rejuvenation,1,userTags,collaborative_support
rekindled romance,1,keywords|userTags,public
relatable characters,1,userTags,public
related:007 (series),1,userTags,collaborative_support
related:the matrix (1999),1,userTags,collaborative_support
relationship advice,1,userTags,collaborative_support
relationship between brothers,1,userTags,collaborative_support
relationship changes,1,keywords,public
relationship therapy,1,userTags,collaborative_support
relatonship study,1,keywords|userTags,collaborative_support
relay,1,userTags,collaborative_support
release from psychiatric institution,1,keywords,collaborative_support
release the kraken,1,userTags,public
relentless,1,userTags,collaborative_support
relentless chase,1,keywords,collaborative_support
relentless pure love,1,userTags,collaborative_support
relentless pursuit,1,keywords,collaborative_support
relevance,1,keywords,collaborative_support
religion and spirituality,1,keywords,collaborative_support
religion kills,1,userTags,collaborative_support
religion:xian,1,userTags,public
religious allusions,1,userTags,collaborative_support
religious art,1,keywords,collaborative_support
religious belief,1,keywords,collaborative_support
religious beliefs,1,userTags,collaborative_support
religious bigotism,1,userTags,collaborative_support
religious camps,1,userTags,collaborative_support
religious commentary,1,userTags,collaborative_support
religious conviction,1,keywords,collaborative_support
religious cults,1,userTags,collaborative_support
religious delusions,1,keywords|userTags,collaborative_support
religious differences,1,keywords|userTags,collaborative_support
religious expletives,1,userTags,collaborative_support
religious fanatics,1,userTags,collaborative_support
