tag,count,sources,datasetRoles
power struggle,9,keywords|userTags,collaborative_support
prague,9,userTags,collaborative_support|public
predator,9,keywords|userTags,collaborative_support
pregnant,9,keywords|userTags,collaborative_support|public
prime minister,9,keywords|userTags,collaborative_support|public
protective father,9,keywords|userTags,collaborative_support|public
publisher,9,keywords|userTags,collaborative_support|public
purpose in life,9,userTags,collaborative_support|public
quiet,9,keywords|userTags,collaborative_support|public
quirky romantic,9,userTags,collaborative_support|public
racial slur,9,keywords|userTags,collaborative_support
rage,9,keywords|userTags,collaborative_support|public
rape victim,9,keywords|userTags,collaborative_support
rats,9,userTags,collaborative_support|public
real time,9,keywords|userTags,collaborative_support
refugees,9,userTags,collaborative_support|public
relationship sabotage,9,keywords|userTags,collaborative_support|public
religious propaganda,9,userTags,collaborative_support|public
resistance fighter,9,keywords|userTags,collaborative_support|public
resistance movement,9,userTags,collaborative_support
retribution,9,keywords|userTags,collaborative_support
reunited friends,9,keywords|userTags,collaborative_support|public
richard nixon,9,keywords|userTags,collaborative_support|public
robotics,9,keywords|userTags,collaborative_support|public
romantic drama,9,keywords|userTags,collaborative_support|public
rooftop,9,keywords|userTags,collaborative_support|public
samurai sword,9,keywords|userTags,collaborative_support|public
sarah polley,9,userTags,collaborative_support|public
satanic cult,9,keywords|userTags,collaborative_support
scheme,9,keywords|userTags,collaborative_support|public
school of witchcraft,9,keywords,collaborative_support|public
school teacher,9,keywords|userTags,collaborative_support|public
screenlife,9,keywords|userTags,collaborative_support
screwball,9,keywords|userTags,collaborative_support|public
sea monster,9,keywords|userTags,collaborative_support|public
sean bean,9,userTags,collaborative_support|public
security,9,keywords|userTags,collaborative_support|public
selfishness,9,keywords|userTags,collaborative_support|public
semi-biographical,9,keywords,collaborative_support|public
set up,9,keywords|userTags,collaborative_support
sex worker,9,keywords|userTags,collaborative_support|public
sexual attraction,9,keywords|userTags,collaborative_support|public
shailene woodley,9,userTags,collaborative_support|public
shapeshifting,9,keywords|userTags,collaborative_support|public
shit,9,userTags,collaborative_support|public
shounen,9,keywords|userTags,collaborative_support|public
slow motion,9,keywords|userTags,collaborative_support|public
snowstorm,9,keywords|userTags,collaborative_support|public
soap opera,9,keywords|userTags,collaborative_support
southern france,9,keywords|userTags,collaborative_support|public
southern theme,9,userTags,collaborative_support
space program,9,keywords|userTags,collaborative_support|public
space western,9,keywords|userTags,collaborative_support|public
sperm donor,9,keywords|userTags,collaborative_support|public
spielberg,9,userTags,collaborative_support|public
spiritual journey,9,keywords|userTags,collaborative_support|public
sports car,9,keywords|userTags,collaborative_support|public
sports documentary,9,keywords,collaborative_support|public
spring break,9,keywords|userTags,collaborative_support|public
stage show,9,keywords|userTags,collaborative_support|public
stunt,9,keywords,collaborative_support|public
sundance award winner,9,userTags,collaborative_support
super soldier,9,keywords|userTags,collaborative_support|public
superhuman strength,9,keywords|userTags,collaborative_support|public
surrealist,9,keywords|userTags,collaborative_support|public
sweeping,9,userTags,collaborative_support|public
sword fighting,9,keywords|userTags,collaborative_support|public
sydney,9,userTags,collaborative_support|public
takashi miike,9,userTags,collaborative_support
tango,9,keywords|userTags,collaborative_support
