tag,count,sources,datasetRoles
09.02.06,1,userTags,collaborative_support
09.03.06,1,userTags,collaborative_support
1 month later,1,userTags,public
"1.19:1.aspect ratio,",1,userTags,collaborative_support
1.37:1 aspect ratio,1,userTags,collaborative_support
1.5 stars only for anya,1,userTags,public
10,1,userTags,collaborative_support
10 downing street,1,userTags,collaborative_support
10 downing street london,1,userTags,collaborative_support
10 year old boy,1,userTags,collaborative_support
10 years later,1,userTags,collaborative_support
10-2-2008,1,userTags,collaborative_support
10.01.06,1,userTags,collaborative_support
10.02.06,1,userTags,collaborative_support
100 acre wood,1,userTags,public
100 greatest movies,1,userTags,collaborative_support
100% brain power,1,userTags,public
100% predictable,1,userTags,collaborative_support
1000th rating,1,userTags,collaborative_support
101st airborne,1,userTags,collaborative_support
103 year old,1,userTags,public
11 year old explicit violence,1,userTags,collaborative_support
11-2-2008,1,userTags,public
11.01.06,1,userTags,collaborative_support
115 gev,1,userTags,collaborative_support
11th century,1,keywords|userTags,collaborative_support
12 years in the making,1,userTags,collaborative_support
12-5-2007,1,userTags,collaborative_support
12.01.06,1,userTags,collaborative_support
12.06.06,1,userTags,collaborative_support
12.28.08,1,userTags,public
123,1,userTags,collaborative_support
125 gev,1,userTags,collaborative_support
12th century bc,1,keywords,collaborative_support
13 year old girl,1,userTags,public
13.01.06,1,userTags,public
1300s,1,userTags,collaborative_support
1380s,1,keywords,collaborative_support
14 year gap,1,userTags,public
14 year old boy,1,userTags,public
14 year old girl,1,userTags,collaborative_support
14-2-2007,1,userTags,public
14.01.06,1,userTags,collaborative_support
14.07.06,1,userTags,collaborative_support
140 gev,1,userTags,collaborative_support
1420s,1,userTags,collaborative_support
14e arrondissement paris,1,userTags,collaborative_support
14th amendment,1,userTags,collaborative_support
15 minute long flashback scene,1,userTags,collaborative_support
15 years later,1,userTags,public
15.01.06,1,userTags,collaborative_support
1500s,1,userTags,collaborative_support
1520s,1,userTags,collaborative_support
1550s,1,userTags,collaborative_support
15555555555,1,userTags,collaborative_support
1570s,1,userTags,collaborative_support
1580s,1,userTags,collaborative_support
1590s,1,keywords,collaborative_support
1590s literature on screen,1,userTags,collaborative_support
16 nic cages,1,userTags,collaborative_support
16 stories,1,userTags,collaborative_support
16 year old girl,1,userTags,public
16-year-old,1,userTags,collaborative_support
1660s,1,userTags,collaborative_support
1680s,1,userTags,collaborative_support
16mm film,1,userTags,collaborative_support
16th birthday,1,userTags,collaborative_support
17 year old boy,1,userTags,collaborative_support
17 year old teenage boy,1,userTags,collaborative_support
17-1-2008,1,userTags,public
1760s,1,userTags,public
1770s,1,userTags,public
18 year old boy,1,userTags,collaborative_support
18 year old girl,1,userTags,collaborative_support
18 year old teenage boy,1,userTags,collaborative_support
18-11-2006,1,userTags,collaborative_support
18.03.06,1,userTags,public
1810s,1,userTags,collaborative_support
1830,1,userTags,collaborative_support
1840s literature on screen,1,userTags,collaborative_support
1862 ten cent george washignton postage stamp,1,userTags,collaborative_support
18th birthday,1,userTags,collaborative_support
19 year old teenage boy,1,userTags,collaborative_support
19-8-2007,1,userTags,collaborative_support
1919 ford model tt truck,1,userTags,collaborative_support
1920's,1,userTags,public
1922,1,userTags,collaborative_support
1940's feel,1,userTags,public
1940s fashion,1,userTags,collaborative_support
1943,1,userTags,public
1950,1,userTags,collaborative_support
1950s society,1,userTags,collaborative_support
1957,1,userTags,collaborative_support
1957 chevrolet,1,userTags,collaborative_support
1958,1,userTags,public
1960 olympics,1,userTags,collaborative_support
1960s aesthetic,1,userTags,collaborative_support
1962,1,userTags,collaborative_support
1968 democratic national convention,1,userTags,collaborative_support
1968 u.s. presidential election,1,userTags,collaborative_support
1969,1,userTags,public
1970s aesthetic,1,userTags,collaborative_support
1970s fashion,1,userTags,collaborative_support
1970s new york,1,userTags,collaborative_support
1972 chevrolet,1,userTags,collaborative_support
1976,1,userTags,collaborative_support
1980s nostalgia,1,userTags,collaborative_support
1980s throwback,1,userTags,collaborative_support
1982,1,userTags,collaborative_support
1982 lebanon war,1,userTags,collaborative_support
1989,1,userTags,collaborative_support
1990s literature on screen,1,userTags,collaborative_support
1990s music,1,userTags,collaborative_support
1990s song,1,userTags,collaborative_support
1991,1,userTags,collaborative_support
1999,1,userTags,collaborative_support
1999 seattle protest,1,userTags,collaborative_support
1d characterisation,1,userTags,collaborative_support
1st birthday,1,userTags,public
1st century b.c.,1,userTags,public
2 movies in 1,1,userTags,collaborative_support
2 or 3 hilarious parts - but too boring to see again,1,userTags,collaborative_support
2 year old,1,userTags,public
2 years later,1,userTags,public
2-2-208,1,userTags,collaborative_support
20 minutes into the future,1,userTags,collaborative_support
20 year old,1,userTags,public
20's,1,userTags,public
20.01.06,1,userTags,collaborative_support
2000,1,userTags,collaborative_support
2000 style,1,userTags,collaborative_support
2000s classic,1,userTags,public
2000s horror,1,userTags,collaborative_support
