tag,count,sources,datasetRoles
playing god,1,userTags,collaborative_support
playing it safe,1,keywords,public
playing ping pong,1,userTags,collaborative_support
playing straight,1,keywords,collaborative_support
playing the field,1,userTags,collaborative_support
playing with building blocks,1,userTags,public
plays with expectations,1,userTags,collaborative_support
plays with the viewer,1,userTags,collaborative_support
playwright:andrew lloyd webber,1,userTags,collaborative_support
playwright:david mamet,1,userTags,collaborative_support
playwright:john guare,1,userTags,collaborative_support
playwright:stephen sondheim,1,userTags,public
plc hacks,1,userTags,collaborative_support
pledge of allegiance,1,userTags,collaborative_support
plo,1,userTags,collaborative_support
plodding pace,1,userTags,collaborative_support
plot development,1,userTags,collaborative_support
plot gets lost,1,userTags,public
plot goes down like a lead balloon - or a pigeon,1,userTags,public
plot hole,1,userTags,collaborative_support
plot only makes sense at end,1,userTags,collaborative_support
plot progressively thins,1,userTags,collaborative_support
plot twist ending,1,userTags,collaborative_support
plot wending,1,userTags,collaborative_support
plot without a clear problem to solve,1,userTags,collaborative_support
plot: seven samurai,1,userTags,collaborative_support
plot:repossessed organs,1,userTags,collaborative_support
plot:romance during porno shoot,1,userTags,collaborative_support
plote hole,1,userTags,public
plotting,1,userTags,collaborative_support
plottwist,1,userTags,collaborative_support
plowing,1,keywords|userTags,public
plucky hero,1,userTags,public
plumbing supplier,1,keywords|userTags,collaborative_support
plus size,1,keywords,public
pluto,1,userTags,public
plutocracy,1,userTags,collaborative_support
plutonium,1,keywords,collaborative_support
plötzlicher reichtum,1,userTags,collaborative_support
pneumonia,1,keywords,collaborative_support
poachers,1,keywords|userTags,collaborative_support
poc director,1,userTags,public
poca historia,1,userTags,collaborative_support
pocahontas,1,userTags,public
pocatello,1,keywords,collaborative_support
pocket monsters,1,userTags,public
podcast,1,keywords,collaborative_support
poe,1,userTags,collaborative_support
poems,1,userTags,collaborative_support
poession,1,userTags,collaborative_support
poetic darkness,1,keywords,collaborative_support
poetry course,1,userTags,collaborative_support
poetry primer,1,userTags,collaborative_support
poetry slam,1,userTags,collaborative_support
poetry teacher,1,keywords|userTags,collaborative_support
poetry workshop,1,keywords|userTags,collaborative_support
poignant but boring,1,userTags,collaborative_support
pointless nudity,1,userTags,collaborative_support
pointless subplot,1,userTags,collaborative_support
points of view,1,userTags,public
poisionous family,1,userTags,collaborative_support
poisoned water,1,userTags,collaborative_support
poker player,1,userTags,collaborative_support
poker race,1,keywords,collaborative_support
poker tournament,1,userTags,collaborative_support
polar expedition,1,keywords,public
polar ice cap,1,keywords|userTags,public
polar night,1,keywords|userTags,collaborative_support
polar zone,1,keywords,public
pole dance,1,userTags,collaborative_support
pole dancing,1,userTags,collaborative_support
polemic,1,userTags,collaborative_support
police badge,1,userTags,collaborative_support
police cat,1,userTags,collaborative_support
police convention,1,keywords,collaborative_support
police coverup,1,keywords,collaborative_support
police custody,1,keywords|userTags,collaborative_support
police department,1,keywords,public
police dog,1,userTags,public
police drama,1,userTags,collaborative_support
police fake,1,keywords,collaborative_support
police force,1,keywords,collaborative_support
police funeral,1,keywords|userTags,collaborative_support
police helicopter,1,keywords,collaborative_support
police lieutenant,1,keywords,collaborative_support
police officer hacked,1,userTags,collaborative_support
police officer killed by female,1,userTags,collaborative_support
police protagonist,1,userTags,collaborative_support
police reporter,1,keywords,collaborative_support
police satire,1,keywords,public
police scanner,1,keywords,collaborative_support
police search,1,keywords,collaborative_support
police standoff,1,keywords|userTags,collaborative_support
police surveillance,1,keywords,collaborative_support
police tape,1,keywords|userTags,collaborative_support
police van,1,userTags,collaborative_support
police violence,1,userTags,collaborative_support
polio victim,1,keywords,collaborative_support
polish comedy,1,userTags,collaborative_support
polish film awards,1,userTags,collaborative_support
polish history,1,keywords,collaborative_support
polish mafia,1,keywords,collaborative_support
polit,1,userTags,collaborative_support
politcally correct,1,userTags,public
political campaigning,1,userTags,collaborative_support
political change,1,userTags,collaborative_support
political conflict,1,keywords,collaborative_support
political consultant,1,userTags,collaborative_support
political cover-up,1,keywords,collaborative_support
political family,1,userTags,public
political leader,1,keywords,public
political machine,1,keywords,collaborative_support
political manipulation,1,userTags,collaborative_support
political monologues,1,userTags,collaborative_support
political negotiations,1,keywords|userTags,collaborative_support
political party,1,keywords|userTags,collaborative_support
political propaganda,1,userTags,collaborative_support
political reform,1,userTags,collaborative_support
political strategist,1,userTags,collaborative_support
politically involved,1,userTags,public
politically progressive,1,userTags,collaborative_support
politician cameo,1,userTags,collaborative_support
politician mafioso,1,keywords|userTags,collaborative_support
politics of media,1,userTags,collaborative_support
polka dot,1,keywords|userTags,collaborative_support
polluted river,1,keywords|userTags,collaborative_support
polly shore,1,userTags,collaborative_support
polo,1,userTags,public
polo match,1,keywords,collaborative_support
poltergeist series,1,userTags,collaborative_support
polygon pictures,1,userTags,public
polygraph test,1,userTags,collaborative_support
polynesia,1,keywords|userTags,public
pommy,1,keywords|userTags,public
pomp,1,keywords|userTags,collaborative_support
pompous,1,userTags,collaborative_support
poncho,1,keywords|userTags,collaborative_support
ponderous,1,userTags,collaborative_support
pontoon airplane,1,keywords,public
pony express,1,keywords,public
poo,1,keywords,collaborative_support
poo jokes,1,userTags,public
pool hall,1,userTags,collaborative_support
poolhall,1,keywords,collaborative_support
poop humor,1,userTags,collaborative_support
poop jokes,1,userTags,public
poor cgi,1,userTags,public
poor chemistry,1,userTags,collaborative_support
poor child acting,1,userTags,collaborative_support
poor dialog,1,userTags,public
poor directing,1,userTags,public
poor editing,1,userTags,collaborative_support
poor effects,1,userTags,collaborative_support
poor excecution,1,userTags,collaborative_support
poor eyesight,1,keywords,collaborative_support
poor lead,1,userTags,public
poor lighting,1,userTags,collaborative_support
poor man,1,keywords,collaborative_support
poor pacing,1,userTags,public
poor performances,1,userTags,collaborative_support
poor plot details development,1,userTags,collaborative_support
poor production...,1,userTags,public
poor script,1,userTags,public
poor sequel to jumanji,1,userTags,public
poor substitute for original movie,1,userTags,collaborative_support
poor visual quality,1,userTags,collaborative_support
poor white trash,1,userTags,collaborative_support
poor world building,1,userTags,public
poorly acted,1,userTags,collaborative_support
poorly done,1,userTags,collaborative_support
poorly realized film,1,userTags,collaborative_support
poorly scripted,1,userTags,collaborative_support
poorly thought out ending,1,userTags,collaborative_support
poorly written script,1,userTags,public
pop counterculture,1,userTags,public
pop group,1,keywords,collaborative_support
pop stars,1,userTags,collaborative_support
pop up book,1,userTags,public
pop-up restaurant,1,keywords,collaborative_support
popcorn,1,userTags,collaborative_support
pope benedict xvi,1,userTags,public
pope francis,1,userTags,public
poppy montgomery,1,userTags,collaborative_support
popular,1,keywords,public
popular boy,1,keywords,collaborative_support
popular high school girls with very long legs,1,userTags,collaborative_support
popular kids,1,userTags,collaborative_support
populism,1,userTags,collaborative_support
porn addiction,1,userTags,public
porn magazine,1,keywords,collaborative_support
porn shelf,1,userTags,collaborative_support
pornalicious,1,userTags,collaborative_support
porno filmmaking,1,userTags,collaborative_support
porno industry,1,userTags,collaborative_support
pornographer,1,keywords,collaborative_support
pornographic,1,userTags,collaborative_support
port,1,keywords,public
port city,1,keywords,public
portal to hell,1,keywords,collaborative_support
porter,1,keywords,collaborative_support
porthos,1,keywords,collaborative_support
portland oregon,1,userTags,collaborative_support
"portland, or",1,userTags,collaborative_support
portman,1,userTags,collaborative_support
"porto alegre, brazil",1,keywords,collaborative_support
portrait,1,keywords,collaborative_support
portrait drawing,1,keywords,collaborative_support
portrayal of religious zeal,1,userTags,collaborative_support
portrã¦t af brooklin som er lidt direkte og klodset i sit portrã¦tform,1,userTags,collaborative_support
pos movie,1,userTags,public
posing as husband and wife,1,userTags,public
posing as married couple,1,userTags,public
posing for a portrait,1,keywords,collaborative_support
posing nude,1,userTags,collaborative_support
positive body image,1,userTags,public
positive lgbt portrayal,1,userTags,collaborative_support
positive lgbt representation,1,userTags,public
positive portrayal of gay relationships,1,userTags,collaborative_support
positive portrayal of immigrants,1,userTags,collaborative_support
posse,1,keywords,collaborative_support
possessed little kid,1,userTags,collaborative_support
possessions,1,userTags,collaborative_support
possessive man,1,keywords,collaborative_support
possessiveness,1,keywords|userTags,collaborative_support
possibilities,1,keywords,collaborative_support
possible futures of the past,1,userTags,public
possibly scarring,1,userTags,collaborative_support
possum,1,userTags,public
post apocalyse,1,userTags,public
post it,1,keywords,collaborative_support
post traumatic growth,1,keywords,collaborative_support
post war germany,1,keywords,collaborative_support
post war life,1,keywords|userTags,collaborative_support
post-apocolypic,1,userTags,collaborative_support
post-cataclysmic,1,keywords|userTags,public
post-civil war,1,userTags,collaborative_support
post-college,1,userTags,collaborative_support
post-marriage fallout,1,userTags,collaborative_support
post-punk scene,1,userTags,collaborative_support
post-racial america,1,keywords|userTags,collaborative_support
post-war years,1,keywords,collaborative_support
postal,1,userTags,collaborative_support
postal workers,1,userTags,collaborative_support
postcards,1,userTags,public
posthumous character,1,userTags,collaborative_support
postivity,1,userTags,public
postmodern design,1,userTags,collaborative_support
postmodernism,1,userTags,collaborative_support
postpartum depression,1,keywords,collaborative_support
posttraumatic stress disorder,1,userTags,collaborative_support
postwar,1,userTags,collaborative_support
postwar period,1,userTags,collaborative_support
post‑cold‑war tension,1,keywords,collaborative_support
pot cookies,1,userTags,collaborative_support
