tag,count,sources,datasetRoles
antique store,2,userTags,collaborative_support|public
antireligious,2,userTags,collaborative_support
antonia bird,2,userTags,collaborative_support
antwerp,2,keywords,collaborative_support
anxiety-inducing,2,userTags,collaborative_support
apartment for rent,2,userTags,collaborative_support
apartment hunting,2,userTags,collaborative_support
apartment rental,2,userTags,collaborative_support
apatow,2,userTags,collaborative_support
apatow productions,2,userTags,collaborative_support
apex predator,2,keywords|userTags,collaborative_support|public
apiary,2,userTags,public
apologize,2,userTags,collaborative_support|public
apostasy,2,keywords|userTags,collaborative_support
appalachian mountains,2,keywords|userTags,collaborative_support
appearance,2,userTags,collaborative_support|public
appeared on tv news,2,userTags,collaborative_support
apple laptop,2,userTags,public
apple macbook,2,userTags,public
apple pie,2,userTags,collaborative_support
apple tv,2,userTags,collaborative_support
applying for a job,2,userTags,collaborative_support|public
apprenticeship,2,userTags,collaborative_support|public
approach,2,keywords|userTags,public
approved school,2,keywords|userTags,collaborative_support|public
arab spring,2,keywords|userTags,collaborative_support
arabian horse,2,userTags,collaborative_support
arachnophobiac,2,userTags,collaborative_support
aramaic,2,keywords|userTags,collaborative_support
arbitrary rules,2,userTags,collaborative_support|public
arc de triomphe,2,keywords|userTags,collaborative_support
arch enemy,2,userTags,collaborative_support|public
arch villain,2,userTags,collaborative_support|public
archaeological expedition,2,keywords|userTags,collaborative_support
archangel,2,userTags,collaborative_support
archdiocese,2,keywords|userTags,collaborative_support
archenemy,2,keywords|userTags,collaborative_support
archeological dig,2,userTags,public
archives,2,userTags,collaborative_support|public
ari,2,userTags,collaborative_support
ari aster,2,userTags,collaborative_support
ari folman,2,userTags,collaborative_support|public
arizona territory,2,keywords|userTags,collaborative_support
ark,2,keywords,public
arm in a cast,2,userTags,collaborative_support|public
arm in a sling,2,userTags,collaborative_support
armada,2,keywords|userTags,collaborative_support|public
armando iannucci,2,userTags,collaborative_support|public
armies,2,keywords,public
arms,2,userTags,collaborative_support
army fatigues,2,userTags,collaborative_support
army major,2,keywords|userTags,collaborative_support
army officer,2,keywords,collaborative_support
army sergeant,2,keywords|userTags,collaborative_support
arrested man,2,userTags,collaborative_support
arrogant woman,2,userTags,collaborative_support
arrow catching,2,userTags,collaborative_support
arrow in back,2,userTags,collaborative_support
arrow through the head,2,userTags,collaborative_support
art critic,2,userTags,collaborative_support|public
art curator,2,userTags,collaborative_support|public
art deco,2,userTags,collaborative_support
art gallery owner,2,keywords|userTags,public
art portfolio,2,userTags,public
art student,2,keywords|userTags,collaborative_support|public
arthouse action,2,userTags,collaborative_support
arthur miller,2,userTags,collaborative_support
arthurian mythology,2,keywords,collaborative_support|public
artificial plant,2,userTags,collaborative_support|public
artisan,2,userTags,collaborative_support
artistic legacy,2,keywords,public
artsy fartsy,2,userTags,collaborative_support
aryan,2,keywords|userTags,collaborative_support
aryan brotherhood,2,userTags,collaborative_support
ash scattering,2,userTags,collaborative_support|public
ashley greene,2,userTags,public
ashutosh gowariker,2,userTags,collaborative_support|public
asian horror,2,userTags,collaborative_support
asian western,2,keywords|userTags,collaborative_support
asians,2,userTags,collaborative_support
asiaten in hollywood,2,userTags,collaborative_support
asking for money,2,userTags,collaborative_support
asmr,2,userTags,collaborative_support
aspirations,2,userTags,collaborative_support
aspiring artist,2,userTags,collaborative_support
aspiring director,2,keywords|userTags,collaborative_support
assasination,2,userTags,collaborative_support
assassin-in-training,2,userTags,collaborative_support
assassination plan,2,keywords,collaborative_support
assertion,2,keywords|userTags,collaborative_support|public
assertive woman,2,userTags,collaborative_support
assistant district attorney,2,keywords|userTags,collaborative_support
assumed dead,2,userTags,collaborative_support
assumed superiority,2,userTags,collaborative_support
asthma inhaler,2,userTags,public
asthma spray,2,userTags,collaborative_support|public
astral,2,userTags,collaborative_support
astrology,2,userTags,collaborative_support
astronomical object in title,2,userTags,collaborative_support|public
astrophysicist,2,keywords|userTags,public
atari,2,userTags,collaborative_support|public
atf agent,2,userTags,collaborative_support
athens greece,2,userTags,public
athletes,2,userTags,collaborative_support|public
atlantic city new jersey,2,userTags,collaborative_support
atm,2,keywords|userTags,collaborative_support
attack helicopter,2,userTags,collaborative_support|public
attacked with a knife,2,userTags,collaborative_support
attempted filicide,2,userTags,collaborative_support|public
attention deficit hyperactivity disorder (adhd),2,keywords|userTags,collaborative_support
attila,2,userTags,public
attila the hun,2,userTags,public
attila the hun character,2,userTags,public
attitude,2,userTags,collaborative_support|public
auckland,2,keywords|userTags,collaborative_support
auctioneer,2,keywords|userTags,collaborative_support
audience participation,2,userTags,collaborative_support|public
audio montage,2,userTags,collaborative_support
auditorium,2,userTags,collaborative_support
auditory hallucination,2,userTags,collaborative_support
augmented reality,2,keywords|userTags,collaborative_support
aura,2,keywords|userTags,collaborative_support|public
"austin, tx",2,userTags,collaborative_support|public
australian accent,2,userTags,public
australian cinema,2,keywords|userTags,collaborative_support
australian science fiction,2,userTags,collaborative_support
australian stereotype,2,userTags,collaborative_support|public
author cameo,2,userTags,collaborative_support
author:alan moore,2,userTags,collaborative_support
author:c. s. lewis,2,userTags,public
author:elmore leonard,2,userTags,collaborative_support|public
author:leo tolstoy,2,userTags,collaborative_support
author:neil gaiman,2,userTags,public
author:richard matheson,2,userTags,collaborative_support
