tag,count,sources,datasetRoles
comedy,992,keywords|userTags,collaborative_support|public
funny,886,userTags,collaborative_support|public
based on novel or book,884,keywords|userTags,collaborative_support|public
based on a book,808,userTags,collaborative_support|public
murder,791,keywords|userTags,collaborative_support
action,766,keywords|userTags,collaborative_support|public
romance,740,keywords|userTags,collaborative_support|public
drama,736,keywords|userTags,collaborative_support|public
woman director,712,keywords|userTags,collaborative_support|public
boring,675,userTags,collaborative_support|public
nudity (topless),666,userTags,collaborative_support|public
friendship,635,keywords|userTags,collaborative_support|public
family,564,keywords|userTags,collaborative_support|public
sequel,550,keywords|userTags,collaborative_support|public
independent film,549,keywords|userTags,collaborative_support|public
new york city,533,keywords|userTags,collaborative_support|public
violence,529,keywords|userTags,collaborative_support|public
based on true story,500,keywords|userTags,collaborative_support|public
revenge,493,keywords|userTags,collaborative_support|public
duringcreditsstinger,489,keywords|userTags,collaborative_support|public
clv,469,userTags,collaborative_support
predictable,463,userTags,collaborative_support|public
love,461,keywords|userTags,collaborative_support|public
drugs,456,keywords|userTags,collaborative_support|public
coming of age,443,keywords|userTags,collaborative_support|public
thriller,422,keywords|userTags,collaborative_support|public
sci-fi,420,userTags,collaborative_support|public
horror,414,keywords|userTags,collaborative_support|public
crime,412,keywords|userTags,collaborative_support|public
based on a true story,409,userTags,collaborative_support|public
atmospheric,392,keywords|userTags,collaborative_support|public
cinematography,392,userTags,collaborative_support|public
adventure,385,keywords|userTags,collaborative_support|public
biography,385,keywords|userTags,collaborative_support|public
dark comedy,373,keywords|userTags,collaborative_support|public
death,360,keywords|userTags,collaborative_support|public
fantasy,345,keywords|userTags,collaborative_support|public
music,344,keywords|userTags,collaborative_support|public
remake,343,keywords|userTags,collaborative_support|public
aftercreditsstinger,339,keywords|userTags,collaborative_support|public
animation,339,keywords|userTags,collaborative_support|public
blood,333,keywords|userTags,collaborative_support|public
police,316,keywords|userTags,collaborative_support|public
high school,298,keywords|userTags,collaborative_support|public
social commentary,298,keywords|userTags,collaborative_support|public
suspense,295,keywords|userTags,collaborative_support|public
gore,281,keywords|userTags,collaborative_support
parent child relationship,279,keywords|userTags,collaborative_support|public
true story,279,userTags,collaborative_support|public
r,278,userTags,collaborative_support|public
dark,275,keywords|userTags,collaborative_support|public
surreal,273,keywords|userTags,collaborative_support|public
quirky,272,keywords|userTags,collaborative_support|public
serial killer,272,keywords|userTags,collaborative_support
black comedy,271,keywords|userTags,collaborative_support|public
bad acting,269,userTags,collaborative_support|public
acting,264,keywords|userTags,collaborative_support|public
hilarious,263,keywords|userTags,collaborative_support|public
documentary,260,keywords|userTags,collaborative_support|public
corruption,259,keywords|userTags,collaborative_support|public
visually appealing,259,userTags,collaborative_support|public
1990s,257,keywords|userTags,collaborative_support|public
disney,256,userTags,collaborative_support|public
sex,252,keywords|userTags,collaborative_support|public
"los angeles, california",251,keywords|userTags,collaborative_support|public
musical,251,keywords|userTags,collaborative_support|public
suicide,249,keywords|userTags,collaborative_support
father daughter relationship,247,keywords|userTags,collaborative_support|public
kidnapping,247,keywords|userTags,collaborative_support|public
politics,246,keywords|userTags,collaborative_support|public
mystery,245,keywords|userTags,collaborative_support|public
history,244,keywords|userTags,collaborative_support|public
martial arts,244,keywords|userTags,collaborative_support|public
dystopia,243,keywords|userTags,collaborative_support|public
stylized,242,userTags,collaborative_support|public
war,241,keywords|userTags,collaborative_support|public
sports,240,keywords|userTags,collaborative_support|public
lgbt,239,keywords|userTags,collaborative_support|public
family relationships,238,keywords|userTags,collaborative_support|public
